,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,MoransI
DEK,14469,False,False,14469,0.48836762,65.08108890819577,20236.0,20.122091,0.27525306,0.0565219346117838
RPL14,18779,False,False,18779,0.6867941,54.67950574379766,28458.0,20.101341,0.27496925,0.0470627941710859
NME1,11294,False,False,11294,0.35288155,72.74350806062361,14622.0,20.092129,0.27484322,0.0456063474967547
CMSS1,10704,False,False,10704,0.42067283,74.16739067477556,17431.0,20.059687,0.27439943,0.0050281802268326
LOX,2555,False,False,2555,0.06919104,93.83386427261318,2867.0,20.054264,0.27432528,0.0829143306517524
RPS24,13709,False,False,13709,0.42757505,66.91524278405252,17717.0,20.04693,0.27422494,0.015626489579486
NOP58,12514,False,False,12514,0.39958006,69.79920841780094,16557.0,20.034962,0.27406123,0.0353494728478263
MAGED2,9561,False,False,9561,0.28702095,76.92586156964958,11893.0,19.996061,0.27352908,0.0505761486801316
HNRNPA0,16784,False,False,16784,0.5674293,59.49415966792162,23512.0,19.98857,0.27342662,0.0195412879467596
PFN1,13709,False,False,13709,0.44041413,66.91524278405252,18249.0,19.974554,0.2732349,0.0365222600234043
MYH3,2406,False,False,2406,0.0977411,94.19345496669563,4050.0,19.971552,0.2731938,0.3294819866600513
RBM39,14843,False,False,14843,0.48337194,64.17849213244521,20029.0,19.965364,0.27310917,0.0099867869579344
H3F3B,16431,False,False,16431,0.5565933,60.34607587604981,23063.0,19.953327,0.2729445,0.034857295324405
GJA1,4679,False,False,4679,0.12814943,88.70788686166618,5310.0,19.949492,0.27289203,0.0460487195490247
MARCKSL1,13300,False,False,13300,0.42113137,67.90230717250701,17450.0,19.932064,0.27265364,0.0402640155380906
CHMP2B,3640,False,False,3640,0.097089484,91.21536827879139,4023.0,19.898945,0.2722006,0.0308619198965678
STMN2,1183,False,False,1183,0.0324597,97.1449946906072,1345.0,19.87548,0.27187967,0.0893726984379362
SCD2,14496,False,False,14496,0.4783763,65.0159281783956,19822.0,19.86781,0.2717747,0.0226788949616881
NEDD4,17989,False,False,17989,0.6429916,56.58606043054348,26643.0,19.866526,0.27175713,0.0370537576201488
HNRNPM,15622,False,False,15622,0.53243554,62.29848440969206,22062.0,19.8538,0.27158305,0.0197105549503249
SRSF3,14054,False,False,14054,0.45250508,66.08263345882807,18750.0,19.838709,0.27137664,0.0188179619158589
CALR,16188,False,False,16188,0.5459263,60.93252244425138,22621.0,19.838219,0.27136993,0.0188820001828206
SMOC2,2834,False,False,2834,0.077034466,93.16053673134472,3192.0,19.830353,0.27126235,0.071480885768114
RPLP1,15388,False,False,15388,0.52922577,62.8632107346269,21929.0,19.827967,0.2712297,0.0709338507799378
COX7B,13376,False,False,13376,0.423593,67.71889178492133,17552.0,19.787312,0.27067357,0.0308015560580982
CD63,11729,False,False,11729,0.3609663,71.69369630273192,14957.0,19.731033,0.26990375,0.0328335525315133
CRYGE,2444,False,False,2444,0.23428902,94.1017472729028,9708.0,19.721704,0.26977614,0.5038678531773353
ATXN7L3B,13913,False,False,13913,0.4490057,66.42291727000675,18605.0,19.716824,0.26970935,0.0226764034387196
HNRNPC,16091,False,False,16091,0.5491601,61.1666183994594,22755.0,19.709856,0.26961404,0.0190166093592509
PRDX2,15523,False,False,15523,0.5539145,62.53740708562603,22952.0,19.70588,0.26955965,0.0892608621315008
YWHAE,17221,False,False,17221,0.5846848,58.43952118930399,24227.0,19.693176,0.26938587,0.019143643181412
CHCHD2,13332,False,False,13332,0.4199971,67.82507964089197,17403.0,19.692015,0.26937,0.022653414458066
DNM3OS,5842,False,False,5842,0.16471185,85.90114875953277,6825.0,19.669876,0.26906717,0.0505249063637184
GNAI2,11058,False,False,11058,0.333092,73.3130611062844,13802.0,19.653118,0.2688379,0.0150836805715706
ALDOA,10312,False,False,10312,0.316295,75.11342793705957,13106.0,19.644901,0.2687255,0.0559270959229492
SMARCA2,7086,False,False,7086,0.20795926,82.89892846799884,8617.0,19.628101,0.26849574,0.0516873536319662
ATP5G3,13892,False,False,13892,0.45139492,66.47359783762911,18704.0,19.61241,0.26828107,0.0373432845659557
AKR1A1,13866,False,False,13866,0.44029346,66.53634520706632,18244.0,19.607756,0.26821738,0.0150445217866176
PARK7,15621,False,False,15621,0.52490586,62.30089777005503,21750.0,19.600355,0.26811618,0.0265554266883239
EIF5B,11037,False,False,11037,0.33692923,73.36374167390674,13961.0,19.547697,0.26739585,0.0060817329100469
TTC3,15960,False,False,15960,0.54908776,61.482768607008396,22752.0,19.545368,0.267364,0.0368850892797489
SRSF6,15035,False,False,15035,0.4936046,63.7151269427551,20453.0,19.523272,0.2670617,0.0116390472693733
NFIA,4673,False,False,4673,0.12995945,88.722367023844,5385.0,19.508776,0.26686344,0.0569107880481886
SSB,15333,False,False,15333,0.51003957,62.99594555459021,21134.0,19.503767,0.2667949,0.0140223070455769
DYNLL1,12881,False,False,12881,0.39721498,68.91350516459119,16459.0,19.495487,0.2666817,0.0181676745333459
BCLAF1,13088,False,False,13088,0.4163288,68.41393956945652,17251.0,19.485054,0.26653892,0.0084476208689404
SSRP1,13253,False,False,13253,0.42320687,68.01573510956655,17536.0,19.472368,0.2663654,0.0205353527037673
TGFB2,3651,False,False,3651,0.102350615,91.18882131479873,4241.0,19.46015,0.26619828,0.0566389054340573
CHD4,13877,False,False,13877,0.44680953,66.50979824307366,18514.0,19.44953,0.26605302,0.0126742495607524
SEPT7,13180,False,False,13180,0.42245874,68.19191041606332,17505.0,19.442234,0.26595318,0.0147358854865408
NUCKS1,14094,False,False,14094,0.45535284,65.9860990443093,18868.0,19.438557,0.2659029,0.0210796078327728
RPS15,13195,False,False,13195,0.4192731,68.15571001061879,17373.0,19.425938,0.2657303,0.0360053713669692
RPL32,14066,False,False,14066,0.46015543,66.05367313447243,19067.0,19.403069,0.2654175,0.0410888813899415
DDX5,12349,False,False,12349,0.37725648,70.19741287769091,15632.0,19.398512,0.26535514,0.0120646868819258
RRBP1,10485,False,False,10485,0.31904623,74.69591659426585,13220.0,19.39346,0.265286,0.0269341910131679
COL6A2,4105,False,False,4105,0.11099044,90.09315571001062,4599.0,19.387432,0.26520357,0.0432411419653856
CYP26B1,2152,False,False,2152,0.05934453,94.80644849888985,2459.0,19.386763,0.26519442,0.0724167146410537
H2AFV,9330,False,False,9330,0.27447146,77.48334781349551,11373.0,19.383717,0.26515272,0.0317215729857673
ROBO2,3229,False,False,3229,0.091056086,92.2072593879718,3773.0,19.382362,0.26513425,0.055606469326626
SCX,1580,False,False,1580,0.043150883,96.18689062650834,1788.0,19.34268,0.2645914,0.0879739635497387
PSMA7,12925,False,False,12925,0.4139637,68.80731730862053,17153.0,19.334414,0.26447833,0.0283475758265106
TARDBP,12139,False,False,12139,0.37204364,70.70421855391447,15416.0,19.322668,0.26431763,0.0134989812931578
DDAH2,10280,False,False,10280,0.30618304,75.19065546867458,12687.0,19.321009,0.26429495,0.0349006827920453
DDX39B,9895,False,False,9895,0.28600734,76.1197992084178,11851.0,19.318895,0.26426604,0.0101768091941542
EIF4G2,14076,False,False,14076,0.4498021,66.02953953084274,18638.0,19.28883,0.26385477,0.0168580232433367
POMP,11278,False,False,11278,0.34305918,72.78212182643112,14215.0,19.285454,0.26380858,0.0154217626832709
EPHB3,4269,False,False,4269,0.11617917,89.69736461048363,4814.0,19.280672,0.2637432,0.0415738145123732
COL4A1,5540,False,False,5540,0.15920939,86.62998358914953,6597.0,19.2374,0.26315126,0.0437289491724326
CCT7,12274,False,False,12274,0.38514817,70.3784149049136,15959.0,19.235325,0.26312286,0.0387964958278559
EIF3A,12557,False,False,12557,0.39504296,69.69543392219326,16369.0,19.228945,0.2630356,0.0069226990588802
PRPF40A,9245,False,False,9245,0.27338547,77.68848344434791,11328.0,19.21299,0.26281735,0.0061351807551205
SF3B2,12595,False,False,12595,0.39393282,69.60372622840043,16323.0,19.205118,0.26270965,0.0111926525287558
CCT2,13541,False,False,13541,0.43611836,67.32068732503139,18071.0,19.198792,0.26262313,0.0274501821686969
OSR2,1517,False,False,1517,0.04044792,96.33893232937542,1676.0,19.178112,0.26234025,0.0675684973924462
CNN3,9829,False,False,9829,0.29189593,76.27908099237378,12095.0,19.176805,0.26232237,0.0373548985529025
WBP5,12436,False,False,12436,0.38625833,69.98745052611255,16005.0,19.174355,0.26228884,0.0218715237441354
SMC2,10651,False,False,10651,0.3304373,74.29529877401293,13692.0,19.162434,0.26212576,0.02434507182585
CSDE1,12899,False,False,12899,0.4084371,68.87006467805773,16924.0,19.15751,0.26205844,0.009688682235993
PCBP1,12268,False,False,12268,0.37892172,70.39289506709142,15701.0,19.13256,0.26171717,0.0236267895341747
CCT6A,10954,False,False,10954,0.32795155,73.56405058403321,13589.0,19.114792,0.26147407,0.0197318524573858
RBM25,10459,False,False,10459,0.31395406,74.75866396370306,13009.0,19.108082,0.26138228,0.0077100421281958
EEF1D,12218,False,False,12218,0.38934743,70.51356308523988,16133.0,19.091787,0.26115942,0.0459684635296145
SNRNP70,12102,False,False,12102,0.37291244,70.79351288734435,15452.0,19.07773,0.26096714,0.0089264536906884
UBE2R2,11014,False,False,11014,0.3302201,73.41924896225504,13683.0,19.068811,0.2608451,0.0149067652922809
ATP5A1,16988,False,False,16988,0.5864466,59.001834153875855,24300.0,19.068266,0.26083764,0.0289692663355987
PSMC5,11723,False,False,11723,0.3657689,71.70817646490974,15156.0,19.067812,0.26083145,0.019996786224846
LAPTM4A,12990,False,False,12990,0.40607202,68.65044888502752,16826.0,19.065155,0.2607951,0.0286753257571292
PNISR,11753,False,False,11753,0.3690752,71.63577565402066,15293.0,19.057034,0.26068398,0.0132298567090981
LUC7L3,12168,False,False,12168,0.37646008,70.63423110338836,15599.0,19.032682,0.26035088,0.0080148189264684
YWHAZ,13240,False,False,13240,0.4094507,68.04710879428517,16966.0,19.023882,0.2602305,0.0165332511019609
EID1,11534,False,False,11534,0.35756347,72.16430157351095,14816.0,19.000856,0.25991553,0.0377780494267237
PIEZO2,1903,False,False,1903,0.05116324,95.40737522926923,2120.0,18.996706,0.25985876,0.0573865410865015
CENPF,7584,False,False,7584,0.22552852,81.69707500724009,9345.0,18.987574,0.25973386,0.0175128433719554
LARS2,8995,False,False,8995,0.35302636,78.29182353509026,14628.0,18.974798,0.25955907,0.0024512118312216
SNRPD3,13945,False,False,13945,0.4502124,66.34568973839174,18655.0,18.969305,0.25948396,0.0255218656505599
HNRNPH1,11526,False,False,11526,0.34815136,72.18360845641472,14426.0,18.926838,0.25890303,0.0182039896262081
NBL1,2643,False,False,2643,0.0710976,93.62148856067188,2946.0,18.90972,0.25866887,0.053938375985599
LEF1,2617,False,False,2617,0.072014675,93.68423593010908,2984.0,18.896725,0.2584911,0.0666713118892559
DDX17,9654,False,False,9654,0.28028768,76.70141905589342,11614.0,18.889286,0.25838932,0.009894445946859
NGFRAP1,14206,False,False,14206,0.45643884,65.71580268365672,18913.0,18.887388,0.2583634,0.0133744691231207
PHLDB2,6567,False,False,6567,0.18978666,84.15146249637996,7864.0,18.885103,0.25833213,0.0431076112553792
CCT8,11810,False,False,11810,0.36444154,71.4982141133314,15101.0,18.879858,0.25826037,0.0257566180622652
SLC25A3,12884,False,False,12884,0.40358624,68.90626508350226,16723.0,18.857779,0.25795835,0.0246057214945663
RCN3,9320,False,False,9320,0.28120476,77.5074814171252,11652.0,18.849632,0.2578469,0.0406078105988577
PCDH18,4794,False,False,4794,0.13053866,88.43035041992471,5409.0,18.84421,0.25777274,0.0357651284252646
BEND5,2452,False,False,2452,0.06552273,94.08244038999904,2715.0,18.821999,0.25746894,0.0392731195147063
ANP32E,11385,False,False,11385,0.34771696,72.5238922675934,14408.0,18.818457,0.25742048,0.0203533711317236
MIP,1849,False,False,1849,0.14161599,95.53769668886957,5868.0,18.814796,0.25737038,0.4895016048995222
GLRX5,9575,False,False,9575,0.3341056,76.89207452456802,13844.0,18.806076,0.2572511,0.14536292606642
H2AFY,11442,False,False,11442,0.350251,72.38633072690415,14513.0,18.777683,0.25686273,0.0280247620058692
HNRNPK,17762,False,False,17762,0.6137417,57.13389323293754,25431.0,18.76326,0.2566654,0.0177196540090718
6330403K07RIK,8125,False,False,8125,0.23513371,80.39144705087364,9743.0,18.739315,0.25633785,0.0404270585954636
SOD1,13541,False,False,13541,0.45680085,67.32068732503139,18928.0,18.73467,0.25627437,0.0844136049935855
HNRNPU,13417,False,False,13417,0.4205763,67.61994401003957,17427.0,18.729788,0.25620753,0.0134518196357459
DDOST,9032,False,False,9032,0.25972584,78.2025292016604,10762.0,18.72853,0.25619036,0.0079568065986915
FBLN2,3744,False,False,3744,0.10010619,90.96437880104257,4148.0,18.716484,0.25602555,0.0420180534747496
OAZ1,9504,False,False,9504,0.28175983,77.06342311033883,11675.0,18.715574,0.25601313,0.0224188813760454
SERPINH1,11059,False,False,11059,0.3315233,73.31064774592141,13737.0,18.712927,0.2559769,0.0372393738056749
HSPA4,9223,False,False,9223,0.2686794,77.74157737233324,11133.0,18.706726,0.25589207,0.0127357323419434
KPNB1,11575,False,False,11575,0.35239887,72.06535379862922,14602.0,18.7063,0.25588626,0.0132017074431045
RBMS1,7270,False,False,7270,0.20742832,82.45487016121247,8595.0,18.703863,0.2558529,0.0144344255167009
MYH10,8298,False,False,8298,0.2445458,79.97393570807994,10133.0,18.69871,0.25578246,0.0190549260916256
PRRC2C,11576,False,False,11576,0.3608939,72.06294043826624,14954.0,18.65776,0.2552223,0.008633040203164
PSMB4,11509,False,False,11509,0.35194033,72.22463558258518,14583.0,18.617805,0.25467572,0.0191049051086833
PDIA3,10047,False,False,10047,0.29307848,75.75296843324647,12144.0,18.606133,0.25451607,0.0068564386329319
CANX,11232,False,False,11232,0.3402838,72.89313640312771,14100.0,18.602022,0.25445983,0.0089757670517795
CDC42,11375,False,False,11375,0.33989766,72.54802587122309,14084.0,18.581211,0.25417513,0.0115661674559074
TXN1,9391,False,False,9391,0.2749059,77.33613283135438,11391.0,18.580946,0.25417152,0.0237260608474154
LGR5,993,False,False,993,0.027560575,97.60353315957138,1142.0,18.556213,0.2538332,0.0774326214511694
FKBP3,12392,False,False,12392,0.38572738,70.09363838208321,15983.0,18.54736,0.2537121,0.0179120552887472
LMX1B,502,False,False,502,0.013225215,98.78849309778937,548.0,18.543863,0.25366426,0.0656531621800084
MYL12A,10208,False,False,10208,0.30232164,75.36441741480839,12527.0,18.539164,0.25359994,0.0221683941130923
RBBP4,11398,False,False,11398,0.34663096,72.4925185828748,14363.0,18.538376,0.25358918,0.0168464992219397
FTL1,12223,False,False,12223,0.38748914,70.50149628342504,16056.0,18.535112,0.25354457,0.0485669796082597
ISYNA1,7097,False,False,7097,0.19811276,82.87238150400617,8209.0,18.523075,0.2533799,0.011868807994421
TUBA1B,12066,False,False,12066,0.36960614,70.88039386041125,15315.0,18.510452,0.25320724,0.0331339117727224
HIC1,2526,False,False,2526,0.067381024,93.9038517231393,2792.0,18.501453,0.25308415,0.0628141684237006
YWHAB,13240,False,False,13240,0.41772854,68.04710879428517,17309.0,18.495905,0.25300822,0.0116749506047432
COL6A1,3499,False,False,3499,0.09491746,91.55565208997007,3933.0,18.49545,0.25300202,0.0467105639204669
ITM2B,7528,False,False,7528,0.213872,81.83222318756637,8862.0,18.486757,0.2528831,0.0121054464174795
PSMB1,10675,False,False,10675,0.31641567,74.23737812530166,13111.0,18.472095,0.25268254,0.0121639193068427
NRK,3375,False,False,3375,0.09815136,91.85490877497828,4067.0,18.464542,0.2525792,0.108336904235815
DACH1,1392,False,False,1392,0.03697268,96.64060237474659,1532.0,18.459347,0.25250816,0.0577571328360643
CHST2,2378,False,False,2378,0.06202336,94.26102905685877,2570.0,18.443954,0.25229758,0.0374684698591228
HNRNPD,12863,False,False,12863,0.40612027,68.95694565112463,16828.0,18.441347,0.25226194,0.0147312122257954
EIF3H,11004,False,False,11004,0.3292306,73.44338256588475,13642.0,18.435894,0.25218734,0.0126159083547487
FUBP1,10303,False,False,10303,0.30591756,75.13514818032628,12676.0,18.428513,0.25208634,0.0133101417629582
MAGED1,14162,False,False,14162,0.45815232,65.82199053962738,18984.0,18.42054,0.2519773,0.0462233477693449
PSMB6,14009,False,False,14009,0.45120186,66.19123467516171,18696.0,18.41568,0.25191084,0.0186699335441166
ZFP462,5414,False,False,5414,0.15228304,86.93406699488368,6310.0,18.402647,0.25173253,0.0374923924128474
NAP1L1,9702,False,False,9702,0.28542814,76.58557775847089,11827.0,18.39934,0.25168732,0.0242431437119823
AGRN,6688,False,False,6688,0.18580462,83.85944589246066,7699.0,18.39188,0.25158527,0.0169017604846738
JUN,3291,False,False,3291,0.08965634,92.05763104546772,3715.0,18.38394,0.25147662,0.0658910667184744
ARL6IP1,10170,False,False,10170,0.3039386,75.45612510860121,12594.0,18.378866,0.25140724,0.0153328534897952
PTH1R,4370,False,False,4370,0.12066802,89.45361521382374,5000.0,18.366877,0.25124323,0.0477300753961231
PPIG,11350,False,False,11350,0.35056472,72.60835988029733,14526.0,18.36601,0.2512314,0.0063221176749378
CFDP1,10017,False,False,10017,0.29375422,75.82536924413553,12172.0,18.343624,0.25092515,0.007166932416467
POLR2M,8566,False,False,8566,0.24679023,79.32715513080413,10226.0,18.343386,0.2509219,0.0277778027934007
TRIM28,11776,False,False,11776,0.35942176,71.58026836567237,14893.0,18.342182,0.25090542,0.0180877022861515
RPL22,12043,False,False,12043,0.3667101,70.93590114875954,15195.0,18.3367,0.25083047,0.0176374956155607
ATP5J2,11369,False,False,11369,0.34375906,72.56250603340091,14244.0,18.334253,0.25079697,0.0227743329998403
TPR,11858,False,False,11858,0.37040254,71.38237281590887,15348.0,18.305996,0.25041044,0.004738269924773
MT-RNR2,38845,True,False,38845,5.5217686,6.253016700453706,228800.0,18.301449,0.25034824,0.0546069448132373
CBX5,11546,False,False,11546,0.35165074,72.13534124915533,14571.0,18.285759,0.25013363,0.014423819646226
HEXB,4525,False,False,4525,0.17752679,89.07954435756346,7356.0,18.282162,0.2500844,0.0027036080644867
MATR3,12469,False,False,12469,0.3887441,69.90780963413457,16108.0,18.276398,0.25000557,0.0186689489357951
COPS6,8803,False,False,8803,0.25690222,78.75518872478038,10645.0,18.239977,0.24950737,0.0107233120292429
ZFP36L1,6635,False,False,6635,0.18462206,83.98735399169804,7650.0,18.218826,0.24921802,0.029138795574282
SRSF7,12355,False,False,12355,0.38512406,70.18293271551308,15958.0,18.213135,0.24914017,0.017559059225158
DDB1,13139,False,False,13139,0.4073511,68.29085819094507,16879.0,18.206593,0.24905068,0.0126549088360403
CCND3,8006,False,False,8006,0.22965537,80.678636934067,9516.0,18.19752,0.24892658,0.0380792070244128
FLNA,10554,False,False,10554,0.31224057,74.52939472922097,12938.0,18.193619,0.24887323,0.0245592042374547
TCP1,12624,False,False,12624,0.39250892,69.5337387778743,16264.0,18.178982,0.24867299,0.0186211848653432
TCF3,10434,False,False,10434,0.30821025,74.8189979727773,12771.0,18.171604,0.24857207,0.009561855838195
PPP1CA,9969,False,False,9969,0.29385075,75.94121054155806,12176.0,18.168829,0.24853411,0.0164651968632601
PLAGL1,2834,False,False,2834,0.07590018,93.16053673134472,3145.0,18.167568,0.24851689,0.0476882575679443
2610203C20RIK,5648,False,False,5648,0.15964378,86.36934066994884,6615.0,18.165129,0.2484835,0.0469765945595812
DYNLL2,8506,False,False,8506,0.2448354,79.4719567525823,10145.0,18.159534,0.24840699,0.01182174577055
