,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI
RS1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.280346830546696e-05
RSAD1,207,False,False,207,0.0050921906,99.50043440486533,211.0,0.00016936348515163538
RSAD2,195,False,False,195,0.0048991214,99.52939472922097,203.0,0.005437375894788027
RSBN1,875,False,False,875,0.021623708,97.88830968240177,896.0,9.434391170428481e-05
RSBN1L,1320,False,False,1320,0.033111304,96.8143643208804,1372.0,0.0004704656736267241
RSF1,4512,False,False,4512,0.12274351,89.11091804228207,5086.0,0.006428665496065998
RSF1OS1,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.001686981881144749
RSF1OS2,74,False,False,74,0.0018100203,99.82141133314026,75.0,-0.0003154515816510698
RSG1,95,False,False,95,0.0022926924,99.77073076551791,95.0,-0.00011758492067517814
RSL1,41,False,False,41,0.0010136113,99.90105222511826,42.0,-0.00012357873630389126
RSL1D1,9507,False,False,9507,0.28361812,77.05618302924992,11752.0,0.019701090331087287
RSL24D1,1427,False,False,1427,0.035717733,96.55613476204266,1480.0,0.004180098286028841
RSPH1,158,False,False,158,0.0041027125,99.61868906265083,170.0,0.01694869044125276
RSPH10B,83,False,False,83,0.0020272227,99.79969108987355,84.0,0.0006804007936801159
RSPH14,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00013463413758916262
RSPH3A,203,False,False,203,0.004923255,99.5100878463172,204.0,0.0006526077585750954
RSPH3B,78,False,False,78,0.0018824211,99.81175789168839,78.0,-0.000339067905980962
RSPH4A,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00012130760175478933
RSPH6A,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.0001722379903257611
RSPH9,227,False,False,227,0.005647263,99.45216719760595,234.0,0.002757860123333096
RSPO1,675,False,False,675,0.017303795,98.37098175499565,717.0,0.021106816821238893
RSPO2,89,False,False,89,0.0022444252,99.78521092769572,93.0,0.00929242221674315
RSPO3,880,False,False,880,0.022757988,97.87624288058693,943.0,0.020683280022473223
RSPO4,23,False,False,23,0.0005550729,99.9444927116517,23.0,0.0023719801573962437
RSPRY1,1782,False,False,1782,0.044888504,95.69939183318853,1860.0,0.001306255266525922
RSRC1,2861,False,False,2861,0.074379764,93.09537600154455,3082.0,0.003080808395008168
RSRC2,5505,False,False,5505,0.14979728,86.71445120185346,6207.0,0.004034122564298884
RSRP1,9358,False,False,9358,0.27227533,77.41577372333236,11282.0,0.007236050978032852
RSU1,1785,False,False,1785,0.045298774,95.69215175209962,1877.0,0.0006432879361121725
RTCA,2311,False,False,2311,0.059368666,94.42272420117772,2460.0,0.003364354712267379
RTCB,4680,False,False,4680,0.12358818,88.70547350130322,5121.0,0.005209681217580117
RTEL1,1302,False,False,1302,0.0328941,96.85780480741384,1363.0,0.002871324355191255
RTF1,5998,False,False,5998,0.16533932,85.52466454290955,6851.0,0.007694443488964895
RTFDC1,2412,False,False,2412,0.061975095,94.17897480451781,2568.0,0.002702991816101905
RTKN,1521,False,False,1521,0.03822763,96.32927888792354,1584.0,0.010207952675579694
RTKN2,371,False,False,371,0.009267304,99.10464330533836,384.0,0.003545838874270611
RTL1,239,False,False,239,0.006081668,99.42320687325031,252.0,0.005313027438102168
RTN1,296,False,False,296,0.007360749,99.28564533256106,305.0,0.008661157685494884
RTN2,284,False,False,284,0.0070228786,99.31460565691668,291.0,0.011661421621338356
RTN3,3554,False,False,3554,0.09298678,91.42291727000675,3853.0,0.0055552565036699215
RTN4,6513,False,False,6513,0.18080896,84.2817839559803,7492.0,0.009430049164004016
RTN4IP1,401,False,False,401,0.009894777,99.03224249444928,410.0,0.0015831891665724852
RTN4R,20,False,False,20,0.00048267207,99.95173279274061,20.0,0.0004846611671627454
RTN4RL1,162,False,False,162,0.003957911,99.60903562119896,164.0,0.0052027588218093775
RTN4RL2,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0001428194031500415
RTP3,110,False,False,110,0.0027512307,99.73453036007336,114.0,0.01857941667365239
RTP4,127,False,False,127,0.003161502,99.69350323390289,131.0,0.000921137103141544
RTTN,385,False,False,385,0.009556907,99.07085626025678,396.0,-0.0001513724041060398
RUFY1,1012,False,False,1012,0.02558162,97.55767931267498,1060.0,0.002013186178747117
RUFY2,752,False,False,752,0.018848345,98.185153007047,781.0,0.0017304313364418164
RUFY3,927,False,False,927,0.023337195,97.76281494352736,967.0,0.010843186844971821
RUFY4,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.000869103346023979
RUNDC1,525,False,False,525,0.012983879,98.73298580944106,538.0,0.0009169871422714343
RUNDC3A,130,False,False,130,0.0031856357,99.68626315281398,132.0,0.0033288519701818965
RUNDC3B,302,False,False,302,0.00743315,99.27116517038324,308.0,0.006038835375380181
RUNX1,787,False,False,787,0.020030892,98.10068539434307,830.0,0.025161645378104076
RUNX1T1,3721,False,False,3721,0.10046819,91.01988608939087,4163.0,0.03718648998599742
RUNX2,827,False,False,827,0.021720244,98.00415097982432,900.0,0.06649575503870594
RUNX2OS1,97,False,False,97,0.0023409596,99.76590404479197,97.0,0.0038333472219250157
RUNX3,277,False,False,277,0.00682981,99.33149917945747,283.0,0.013837383269808986
RUSC1,646,False,False,646,0.016097113,98.44096920552177,667.0,0.0044443426192081826
RUSC2,400,False,False,400,0.009798243,99.03465585481224,406.0,0.0012493517880303802
RUVBL1,1390,False,False,1390,0.034728255,96.64542909547254,1439.0,0.003116131157708469
RUVBL2,1611,False,False,1611,0.040568586,96.1120764552563,1681.0,0.004477940413877203
RWDD1,968,False,False,968,0.023940535,97.66386716864562,992.0,0.0010952368184181716
RWDD2A,78,False,False,78,0.002003089,99.81175789168839,83.0,0.0008323089658404542
RWDD2B,273,False,False,273,0.0067091417,99.34115262090936,278.0,-0.00012867192561705378
RWDD3,398,False,False,398,0.009870644,99.03948257553819,409.0,0.003757523862509292
RWDD4A,1987,False,False,1987,0.051283907,95.2046529587798,2125.0,0.002559362962879504
RXFP1,96,False,False,96,0.0023892268,99.76831740515493,99.0,0.007123652689676244
RXFP2,87,False,False,87,0.002123757,99.79003764842166,88.0,0.018294522867198428
RXFP3,20,False,False,20,0.00050680566,99.95173279274061,21.0,0.0031130176651881837
RXRA,2499,False,False,2499,0.06436432,93.96901245293947,2667.0,0.008478370316244334
RXRB,1741,False,False,1741,0.043850757,95.79833960807028,1817.0,0.002263357189838015
RXRG,321,False,False,321,0.008157158,99.22531132348682,338.0,0.03554738515595236
RYBP,192,False,False,192,0.0046819192,99.53663481030988,194.0,0.00020587725004546213
RYK,4588,False,False,4588,0.121633366,88.9275026546964,5040.0,0.009909285379744892
RYR1,443,False,False,443,0.011342794,98.93088135920456,470.0,0.019324808277530955
RYR2,91,False,False,91,0.0022202916,99.78038420696979,92.0,0.0011494503860793215
RYR3,331,False,False,331,0.008350227,99.20117771985713,346.0,0.006493111093063725
S100A1,202,False,False,202,0.0049473885,99.51250120668018,205.0,0.007044537557969779
S100A10,6370,False,False,6370,0.18257071,84.62689448788493,7565.0,0.0718246359403133
S100A11,1830,False,False,1830,0.045998648,95.58355053576601,1906.0,0.01204478315368107
S100A13,418,False,False,418,0.010232648,98.9912153682788,424.0,0.0002926720420961835
S100A14,77,False,False,77,0.0019548219,99.81417125205135,81.0,0.00794951591464748
S100A16,903,False,False,903,0.022323584,97.82073559223863,925.0,0.004335502445663848
S100A3,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.00024146963394618793
S100A4,78,False,False,78,0.0019065547,99.81175789168839,79.0,0.001746826593471485
S100A6,433,False,False,433,0.010884255,98.95501496283426,451.0,0.011339666761449806
S100A7A,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.126337558730773e-05
S100A8,41,False,False,41,0.0011101458,99.90105222511826,46.0,0.020188509052393742
S100A9,109,False,False,109,0.0030167005,99.73694372043633,125.0,0.04025672625299185
S100B,141,False,False,141,0.0034993726,99.6597161888213,145.0,0.03353928951980978
S100G,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.00012372188415334155
S100PBP,2148,False,False,2148,0.055362485,94.81610194034174,2294.0,0.004003992283955657
S1PR1,397,False,False,397,0.009870644,99.04189593590115,409.0,0.004197289694598431
S1PR2,1341,False,False,1341,0.03349744,96.76368375325804,1388.0,0.006650108442875041
S1PR3,3818,False,False,3818,0.10242301,90.78579013418285,4244.0,0.036781872051463285
S1PR4,37,False,False,37,0.00089294335,99.91070566657014,37.0,0.002256178016498929
S1PR5,38,False,False,38,0.0009894777,99.90829230620716,41.0,0.0011986942841130425
SAA1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.582205135015685e-05
SAA2,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.0017636917805113727
SAA3,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0025474576913974223
SAA4,126,False,False,126,0.003161502,99.69591659426585,131.0,0.022531919780794323
SAAL1,1411,False,False,1411,0.035452265,96.59474852785019,1469.0,0.0020907023450108895
SAC3D1,1353,False,False,1353,0.03402838,96.7347234289024,1410.0,0.002819630327364934
SACM1L,974,False,False,974,0.024326673,97.6493870064678,1008.0,0.0007582296761160779
SACS,604,False,False,604,0.015059369,98.54233034076648,624.0,0.0022455683002092592
SAE1,7516,False,False,7516,0.21365479,81.861183511922,8853.0,0.010660165195764366
SAFB,4195,False,False,4195,0.11132831,89.87595327734337,4613.0,0.002832817541256487
SAFB2,4022,False,False,4022,0.10703253,90.29346462013707,4435.0,0.002011512620822706
SAG,32,False,False,32,0.0007964089,99.92277246838498,33.0,0.00022949910571456076
SALL1,192,False,False,192,0.0047060526,99.53663481030988,195.0,0.01431089600612832
SALL2,1564,False,False,1564,0.03957911,96.22550439231587,1640.0,0.005825562027839932
SALL3,30,False,False,30,0.0007481417,99.92759918911092,31.0,0.004064150274437644
SALL4,74,False,False,74,0.0018582875,99.82141133314026,77.0,0.003599596196327757
SAMD1,2298,False,False,2298,0.058572255,94.45409788589633,2427.0,0.0033888123443150744
SAMD10,194,False,False,194,0.004826721,99.53180808958393,200.0,0.0023527647859691355
SAMD11,304,False,False,304,0.0076020854,99.2663384496573,315.0,0.03006692482879586
SAMD12,73,False,False,73,0.0017858867,99.82382469350324,74.0,0.0004771989991096899
SAMD13,11,False,False,11,0.00026546963,99.97345303600733,11.0,-0.00026447260698380564
SAMD14,3598,False,False,3598,0.093541846,91.3167294140361,3876.0,0.008974878251025754
SAMD15,34,False,False,34,0.00086880976,99.91794574765905,36.0,0.0004896841101385619
SAMD4,1290,False,False,1290,0.032990634,96.88676513176948,1367.0,0.007081640858714657
SAMD5,620,False,False,620,0.01573511,98.50371657495897,652.0,0.015328610038815263
SAMD8,800,False,False,800,0.020030892,98.06931170962449,830.0,0.002805489703619448
SAMD9L,84,False,False,84,0.0020513562,99.79727772951057,85.0,0.000526925445309855
SAMHD1,1561,False,False,1561,0.039603245,96.23274447340478,1641.0,0.002266159210149066
SAMM50,4629,False,False,4629,0.12592915,88.82855487981466,5218.0,0.01672358215911052
SAMSN1,118,False,False,118,0.0029201661,99.71522347716962,121.0,0.0044979464098457425
SAP130,1608,False,False,1608,0.04052032,96.11931653634521,1679.0,0.0009399512904783796
SAP18,1255,False,False,1255,0.031711556,96.9712327444734,1314.0,0.0010523358633588616
SAP25,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.00019160654473431436
SAP30,1001,False,False,1001,0.02497828,97.58422627666764,1035.0,0.0021252138417196262
SAP30BP,1870,False,False,1870,0.047374263,95.48701612124722,1963.0,0.001417895924627674
SAP30L,2021,False,False,2021,0.05142871,95.12259870643885,2131.0,0.002798485257822865
SAPCD1,319,False,False,319,0.00803649,99.23013804421275,333.0,0.034632232523389164
SAPCD2,807,False,False,807,0.020103293,98.0524181870837,833.0,0.002790281509048957
SAR1A,6682,False,False,6682,0.1841394,83.87392605463847,7630.0,0.005203026463688139
SAR1B,2131,False,False,2131,0.05459021,94.85712906651221,2262.0,0.0044691313049165385
SARAF,2236,False,False,2236,0.057558645,94.60372622840042,2385.0,0.0029604558398466712
SARDH,346,False,False,346,0.008688097,99.16497731441258,360.0,0.021105988057784627
SARM1,33,False,False,33,0.00086880976,99.92035910802201,36.0,0.0006157827445808564
SARNP,1454,False,False,1454,0.036417607,96.49097403224249,1509.0,0.0011073496412201524
SARS,5452,False,False,5452,0.147939,86.84235930109084,6130.0,0.012406523925116498
SARS2,681,False,False,681,0.016724586,98.35650159281784,693.0,0.0015622201935033058
SART1,4014,False,False,4014,0.10667053,90.31277150304084,4420.0,0.0012131414743833228
SART3,2985,False,False,2985,0.07717927,92.79611931653633,3198.0,0.00215840666643152
SASH1,1137,False,False,1137,0.02867072,97.2560092673038,1188.0,0.004359638411954858
SASH3,57,False,False,57,0.001399749,99.86243845931074,58.0,0.0005066068952809205
SASS6,1662,False,False,1662,0.042764746,95.98899507674486,1772.0,0.0018994436596436585
SAT1,382,False,False,382,0.009532774,99.07809634134568,395.0,0.004375778173233225
SAT2,533,False,False,533,0.013345883,98.71367892653731,553.0,0.0013755103571737712
SATB1,1260,False,False,1260,0.032314897,96.95916594265856,1339.0,0.014825247027285743
SATB2,129,False,False,129,0.0032339029,99.68867651317694,134.0,0.0049984247112919
SAV1,1182,False,False,1182,0.0297326,97.14740805097017,1232.0,0.0021976640222998224
SAXO1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.544705152598097e-05
SAXO2,75,False,False,75,0.0018582875,99.8189979727773,77.0,-0.00012804512470589955
SAYSD1,419,False,False,419,0.010280916,98.98880200791582,426.0,0.0009280567995176245
SBDS,1948,False,False,1948,0.04988416,95.29877401293561,2067.0,0.004444041992251653
SBF1,1295,False,False,1295,0.03229076,96.87469832995464,1338.0,0.0012636791588034608
SBF2,1567,False,False,1567,0.039458442,96.21826431122696,1635.0,0.0023364913603756373
SBK1,2208,False,False,2208,0.05591756,94.67130031856357,2317.0,0.010434825424452527
SBK2,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.00011612817354328515
SBNO1,3577,False,False,3577,0.093879715,91.36740998165847,3890.0,0.003048317132299579
SBNO2,111,False,False,111,0.0028236315,99.7321169997104,117.0,0.0005155406570659917
SBSN,261,False,False,261,0.0064195385,99.37011294526499,266.0,0.0005761730098221045
SBSPON,123,False,False,123,0.0030167005,99.70315667535476,125.0,0.0032440150812570174
SC5D,703,False,False,703,0.01747273,98.3034076648325,724.0,0.001082465811547013
SCAF1,866,False,False,866,0.021551307,97.9100299256685,893.0,0.000729589118595392
SCAF11,7378,False,False,7378,0.2062699,82.19422724201178,8547.0,0.004712160205339039
SCAF4,1762,False,False,1762,0.04527464,95.74765904044791,1876.0,0.000657533391471412
SCAF8,1768,False,False,1768,0.044791967,95.73317887827011,1856.0,0.00012812715843607946
SCAI,1017,False,False,1017,0.025292017,97.54561251086012,1048.0,0.0013919665905800472
SCAMP1,1087,False,False,1087,0.026884835,97.37667728545226,1114.0,0.0014106514996195555
SCAMP2,1042,False,False,1042,0.026160827,97.48527850178588,1084.0,-6.904448814851561e-06
SCAMP3,2109,False,False,2109,0.053600732,94.91022299449754,2221.0,0.0015047826117776714
SCAMP5,392,False,False,392,0.009629308,99.05396273771599,399.0,0.0009383574913457113
SCAND1,3786,False,False,3786,0.0983927,90.86301766579786,4077.0,0.0031099104406711194
SCAP,1295,False,False,1295,0.032121826,96.87469832995464,1331.0,0.0005001869779462306
SCAPER,1885,False,False,1885,0.04877401,95.45081571580269,2021.0,0.0067192499331852305
SCARA3,1158,False,False,1158,0.029298196,97.20532869968143,1214.0,0.009062710344945732
SCARA5,243,False,False,243,0.006009267,99.41355343179843,249.0,0.010112457307818774
SCARB1,1176,False,False,1176,0.029611932,97.16188821314799,1227.0,0.008434687146291715
SCARB2,1467,False,False,1467,0.036996815,96.45960034752389,1533.0,0.002660853969343822
SCARF1,199,False,False,199,0.0049715224,99.5197412877691,206.0,0.0020055135695206837
SCARF2,1763,False,False,1763,0.044381697,95.74524568008496,1839.0,0.006635357076441472
SCARNA13,13,False,False,13,0.00031373685,99.9686263152814,13.0,-0.00031274844211892877
SCARNA17,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-8.503912246713818e-05
SCARNA2,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00016259587460869292
SCCPDH,1631,False,False,1631,0.04078579,96.06380924799691,1690.0,0.005241388705481674
SCD1,977,False,False,977,0.024833478,97.6421469253789,1029.0,0.006424260322246138
SCD2,14496,False,False,14496,0.4783763,65.0159281783956,19822.0,0.022678894961688192
SCD3,13,False,False,13,0.00031373685,99.9686263152814,13.0,-0.00029814399603997474
SCD4,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.00042783467513003156
SCEL,50,False,False,50,0.0012308138,99.87933198185152,51.0,0.0028142804885044077
SCFD1,2840,False,False,2840,0.073317885,93.1460565691669,3038.0,0.002370991890214482
SCFD2,350,False,False,350,0.008760498,99.15532387296071,363.0,9.586809903173508e-05
SCG2,80,False,False,80,0.0019306883,99.80693117096244,80.0,0.01212302586827995
SCG3,31,False,False,31,0.0007722753,99.92518582874796,32.0,0.009040200628989475
SCG5,158,False,False,158,0.0039820448,99.61868906265083,165.0,0.014910710835070423
SCGB3A1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.018148335515897e-05
SCGN,21,False,False,21,0.00053093926,99.94931943237765,22.0,0.009567725898256494
SCHIP1,575,False,False,575,0.014456028,98.6123177912926,599.0,0.0053897535582883805
SCIN,34,False,False,34,0.0008446761,99.91794574765905,35.0,0.019109622500626117
SCLT1,1729,False,False,1729,0.045033306,95.82729993242592,1866.0,0.003061910627761478
SCLY,518,False,False,518,0.012983879,98.74987933198184,538.0,0.005156798128795243
SCMH1,1046,False,False,1046,0.026209094,97.47562506033401,1086.0,0.00022614643395872617
SCML2,259,False,False,259,0.006323004,99.37493966599092,262.0,0.001353811073108624
SCML4,44,False,False,44,0.0011101458,99.89381214402935,46.0,0.00273932386052447
SCN10A,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.345741143190787e-05
SCN11A,21,False,False,21,0.00053093926,99.94931943237765,22.0,0.007590986307818752
SCN1A,110,False,False,110,0.0027512307,99.73453036007336,114.0,0.004577931491055869
SCN1B,55,False,False,55,0.0013514818,99.86726518003668,56.0,0.0006613089941175034
SCN2A1,201,False,False,201,0.0050197896,99.51491456704315,208.0,0.001381165427251186
SCN2B,162,False,False,162,0.0039337776,99.60903562119896,163.0,0.0004922800392707874
SCN3A,167,False,False,167,0.0042957813,99.59696881938412,178.0,0.006029979153454785
SCN3B,87,False,False,87,0.0021720242,99.79003764842166,90.0,0.007499124080859713
SCN4A,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0011433803105227879
SCN4B,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.00032006867245589274
SCN5A,15,False,False,15,0.00038613766,99.96379959455545,16.0,0.0027109651786403465
SCN7A,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0001364068671750249
SCN8A,471,False,False,471,0.011849599,98.86330726904141,491.0,0.003861372686876801
SCN9A,100,False,False,100,0.0026064292,99.75866396370307,108.0,0.03133900066676005
SCNM1,1245,False,False,1245,0.031035814,96.99536634810309,1286.0,0.0007206494531911872
SCNN1A,54,False,False,54,0.0013273482,99.86967854039965,55.0,0.0005239401437934223
SCNN1B,44,False,False,44,0.0011101458,99.89381214402935,46.0,0.03568468814364654
SCNN1G,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0028805853971388975
SCO1,497,False,False,497,0.012235737,98.80055989960421,507.0,0.0003288920092391343
SCO2,378,False,False,378,0.0093638385,99.08774978279756,388.0,0.0005751046954607051
SCOC,493,False,False,493,0.01218747,98.81021334105608,505.0,0.001320365361126812
SCP2,672,False,False,672,0.016338449,98.37822183608456,677.0,0.0028159903277548983
SCPEP1,1655,False,False,1655,0.041775268,96.00588859928565,1731.0,0.0031347331930185528
SCPEP1OS,18,False,False,18,0.00043440488,99.95655951346654,18.0,-0.0004179677123366983
SCRG1,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0013754392047763545
SCRIB,1975,False,False,1975,0.049811758,95.23361328313544,2064.0,0.0049393849891649355
SCRN1,434,False,False,434,0.011004923,98.95260160247128,456.0,0.027077925965116895
SCRN2,873,False,False,873,0.02196158,97.89313640312771,910.0,0.0039643723855555275
SCRN3,621,False,False,621,0.015348972,98.501303214596,636.0,0.003549007354855063
SCRT1,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.0037596835676851894
SCRT2,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.0001636904444003328
SCT,39,False,False,39,0.0010377449,99.9058789458442,43.0,0.005637878676001573
SCTR,21,False,False,21,0.00050680566,99.94931943237765,21.0,-0.00021879624726052705
SCUBE1,947,False,False,947,0.024326673,97.71454773626797,1008.0,0.024722787976539744
SCUBE2,45,False,False,45,0.0011342794,99.89139878366638,47.0,0.0021744337818498816
SCUBE3,1132,False,False,1132,0.028284583,97.26807606911864,1172.0,0.010291720504308965
SCX,1580,False,False,1580,0.043150883,96.18689062650834,1788.0,0.08797396354973874
SCYL1,3091,False,False,3091,0.08002703,92.54030311806159,3316.0,0.0019104579704759632
SCYL2,1336,False,False,1336,0.033111304,96.77575055507288,1372.0,-0.00014563152382752074
SCYL3,539,False,False,539,0.013442418,98.6991987643595,557.0,0.00016033008096771097
SDAD1,2560,False,False,2560,0.065836474,93.82179747079834,2728.0,0.0033218595156438535
SDC1,3457,False,False,3457,0.090090744,91.65701322521478,3733.0,0.014992275087649288
SDC2,2547,False,False,2547,0.06643981,93.85317115551695,2753.0,0.016462961780377386
SDC3,1374,False,False,1374,0.034245584,96.68404286128005,1419.0,0.004579265542780792
SDC4,1184,False,False,1184,0.029515397,97.14258133024423,1223.0,0.004030952658235224
SDCBP,3369,False,False,3369,0.08690511,91.86938893715609,3601.0,0.004729987054703365
SDCBP2,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0013189356072820999
SDCCAG3,1537,False,False,1537,0.03830003,96.29066512211604,1587.0,0.0005518733872634829
SDCCAG8,620,False,False,620,0.015493774,98.50371657495897,642.0,0.00010301631142590518
SDE2,2139,False,False,2139,0.054373007,94.83782218360845,2253.0,0.002617262658544366
SDF2,3056,False,False,3056,0.07932716,92.62477073076552,3287.0,0.0026699752214282904
SDF2L1,891,False,False,891,0.022275316,97.84969591659427,923.0,0.006236057431090535
SDF4,4226,False,False,4226,0.111014575,89.80113910609133,4600.0,0.0035894581976633534
SDHA,6174,False,False,6174,0.16859736,85.09991311902694,6986.0,0.005739065510625871
SDHAF1,1054,False,False,1054,0.026305627,97.45631817743026,1090.0,0.000901492343910123
SDHAF2,1583,False,False,1583,0.039868712,96.17965054541943,1652.0,0.0034248401190334413
SDHAF3,768,False,False,768,0.018993147,98.14653924123951,787.0,9.70122268517916e-05
SDHAF4,1271,False,False,1271,0.031856358,96.9326189786659,1320.0,0.0006513406838028012
SDHB,9205,False,False,9205,0.2674727,77.7850178588667,11083.0,0.010833300268492163
SDHC,6395,False,False,6395,0.17504102,84.56656047881069,7253.0,0.0062054848180851585
SDHD,3988,False,False,3988,0.106742926,90.37551887247804,4423.0,0.017944572719261767
SDK1,785,False,False,785,0.019741287,98.10551211506903,818.0,0.003661636836720911
SDK2,499,False,False,499,0.012477073,98.79573317887828,517.0,0.0063507568875975735
SDPR,1361,False,False,1361,0.035307463,96.71541654599865,1463.0,0.021938637924398242
SDR39U1,945,False,False,945,0.023675065,97.71937445699392,981.0,0.0021350169454902317
SDR42E1,46,False,False,46,0.0011342794,99.88898542330341,47.0,0.0005044623349698143
SDSL,100,False,False,100,0.0024616276,99.75866396370307,102.0,0.002614224166776472
SEC1,166,False,False,166,0.004247514,99.59938217974708,176.0,0.014720397454799071
SEC11A,5140,False,False,5140,0.13941982,87.59532773433729,5777.0,0.00540292837082465
SEC11C,989,False,False,989,0.025002412,97.61318660102326,1036.0,0.010857203846812647
SEC13,5216,False,False,5216,0.13956463,87.41191234675162,5783.0,0.008309513578280721
SEC14L1,2426,False,False,2426,0.062264696,94.14518775943624,2580.0,0.005059565151323902
SEC14L2,284,False,False,284,0.0070228786,99.31460565691668,291.0,0.008014546270416326
SEC14L4,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00014239048349453908
SEC14L5,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00013926023862760326
SEC16A,1493,False,False,1493,0.03728642,96.39685297808668,1545.0,0.0005600552153496601
SEC16B,86,False,False,86,0.0020996234,99.79245100878464,87.0,0.0007629743984148075
SEC22A,872,False,False,872,0.021840911,97.89554976349069,905.0,0.0014262189211463954
SEC22B,2746,False,False,2746,0.07085626,93.37291244328603,2936.0,0.003611924990006249
SEC22C,534,False,False,534,0.013201081,98.71126556617435,547.0,0.0008038421378740297
SEC23A,2563,False,False,2563,0.06518486,93.81455738970944,2701.0,0.0052910040198651575
SEC23B,1730,False,False,1730,0.043826625,95.82488657206294,1816.0,0.0012594925019669269
SEC23IP,1657,False,False,1657,0.04204074,96.0010618785597,1742.0,0.000584932146579761
SEC24A,760,False,False,760,0.01901728,98.16584612414326,788.0,-0.00019521406499657765
SEC24B,1822,False,False,1822,0.04580558,95.60285741866976,1898.0,0.0010520104019914524
SEC24C,3450,False,False,3450,0.089511536,91.67390674775558,3709.0,0.002124863597907434
SEC24D,929,False,False,929,0.02309586,97.75798822280143,957.0,0.0049293121232743655
SEC31A,2801,False,False,2801,0.07148373,93.24017762332272,2962.0,0.005100526027939657
SEC31B,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-8.923142555453094e-05
SEC61A1,6218,False,False,6218,0.1694179,84.99372526305629,7020.0,0.0035287774774763222
SEC61A2,1811,False,False,1811,0.04609518,95.62940438266241,1910.0,0.002121335156933665
SEC61B,4336,False,False,4336,0.11453808,89.53566946616469,4746.0,0.0071448323280625895
SEC61G,211,False,False,211,0.0050921906,99.49078096341346,211.0,0.0005300527201352751
SEC62,7207,False,False,7207,0.20264988,82.60691186407955,8397.0,0.0038920942372988455
SEC63,4309,False,False,4309,0.114707015,89.60083019596486,4753.0,0.002876077167199925
SECISBP2,864,False,False,864,0.021671977,97.91485664639444,898.0,0.0009660279445531872
SECISBP2L,2066,False,False,2066,0.052659523,95.01399749010521,2182.0,0.0019700787195972356
SECTM1A,5,False,False,5,0.00014480163,99.98793319818515,6.0,-9.652353096116455e-05
SEH1L,2403,False,False,2403,0.06146829,94.20069504778454,2547.0,0.004426143190301164
SEL1L,1531,False,False,1531,0.038517233,96.30514528429384,1596.0,0.002546405036880146
SEL1L2,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00017945654932417207
SEL1L3,68,False,False,68,0.0017134858,99.83589149531808,71.0,0.0018163201080114613
SELENBP1,570,False,False,570,0.014142292,98.62438459310744,586.0,0.014348163940836819
SELENBP2,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00017182676826150355
SELK,4019,False,False,4019,0.10502944,90.30070470122598,4352.0,0.0030031609953189153
SELL,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.032766728273283e-05
SELM,1342,False,False,1342,0.033738777,96.76127039289507,1398.0,0.006595103154426457
SELO,901,False,False,901,0.022323584,97.82556231296458,925.0,0.0001349854237429734
SELP,21,False,False,21,0.00053093926,99.94931943237765,22.0,0.0069200343751670305
SELPLG,36,False,False,36,0.00086880976,99.9131190269331,36.0,0.002892118224423029
SELT,2314,False,False,2314,0.05886186,94.4154841200888,2439.0,0.007973246613695847
SEMA3A,2363,False,False,2363,0.0626991,94.2972294623033,2598.0,0.046085747662717794
SEMA3B,229,False,False,229,0.005792065,99.44734047688002,240.0,0.0023603865449147174
