,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,imp_sumup_Sc,imp_sumup_norm_Sc,imp_sumup_My,imp_sumup_norm_My,imp_sumup_Ept,imp_sumup_norm_Ept
1700026D11RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0023945111,0.0026398683,0.003008233,0.00019266616,0.0016253628,0.00014931406,0.008695214,0.00013160633
1700026J12RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.00229548,0.00253069,0.0023769469,0.00015223463,0.001600709,0.00014704926,0.008642365,0.00013080642
1700026J14RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022935453,0.0025285569,0.0018065519,0.000115702955,0.0016207192,0.00014888748,0.53029746,0.008026312
1700026L06RIK,22,False,False,22,0.0005550729,99.94690607201467,23.0,0.0024660213,0.0027187061,0.0029520036,0.00018906487,0.0016448024,0.00015109988,0.008848446,0.00013392555
1700027A07RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.002419241,0.0026671323,0.002552631,0.00016348655,0.001649303,0.00015151335,0.008832765,0.00013368821
1700027A15RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022038817,0.0024297058,0.0018901799,0.00012105902,0.0015817636,0.00014530883,0.008641175,0.00013078841
1700027H10RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022753326,0.002508478,0.002349386,0.00015046948,0.0015931999,0.00014635942,0.00887907,0.00013438906
1700028E10RIK,54,False,False,54,0.0013273482,99.86967854039965,55.0,0.0029895194,0.0032958451,0.002528451,0.00016193792,0.0016369328,0.00015037696,0.6965318,0.010542349
1700028I16RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0023210682,0.0025589,0.0022671,0.00014519933,0.0035721075,0.00032815192,0.008709872,0.00013182817
1700028J19RIK,24,False,False,24,0.0006033401,99.94207935128874,25.0,0.0027119843,0.002989872,0.056111537,0.003593736,0.0023580962,0.00021662668,0.10228503,0.0015481339
1700028P14RIK,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0037340017,0.0041166116,0.0026050291,0.00016684245,0.0052323616,0.00048067124,0.24803616,0.0037541485
1700029H14RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0024815144,0.0027357866,0.002332008,0.00014935646,0.0015831665,0.0001454377,0.0089595085,0.00013560655
1700029I15RIK,40,False,False,40,0.0009894777,99.90346558548123,41.0,0.0033191962,0.0036593026,0.0032232306,0.00020643597,0.0016002221,0.00014700451,0.007985245,0.00012086059
1700029J03RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.002489468,0.0027445552,0.002750781,0.0001761773,0.0016278195,0.00014953976,0.008752555,0.0001324742
1700029J07RIK,176,False,False,176,0.0044164495,99.57524857611737,183.0,0.004203104,0.0046337815,0.020371696,0.0013047317,0.019705333,0.0018102318,1.3656125,0.020669213
1700030C10RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.002270613,0.002503275,0.0018374609,0.00011768256,0.0024173954,0.00022207419,0.008597936,0.00013013395
1700030C12RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0025435248,0.002804151,0.0018436594,0.00011807955,0.03821649,0.0035107606,0.04053233,0.00061347656
1700030F04RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0028411003,0.003132218,0.0019078389,0.00012219002,0.0016631245,0.00015278306,0.41346943,0.006258062
1700030J22RIK,107,False,False,107,0.0027029635,99.74177044116227,112.0,0.0034467767,0.003799956,0.0041897953,0.00026834084,0.002566483,0.00023577015,1.2513939,0.01894046
1700030K09RIK,542,False,False,542,0.013321749,98.69195868327058,552.0,0.01054119,0.011621309,0.46897924,0.03003638,0.47841597,0.043949716,0.21564132,0.0032638367
1700030N03RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0024050951,0.002651537,0.0019883972,0.00012734949,0.0016065016,0.00014758139,0.008724829,0.00013205456
1700031P21RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0023304378,0.0025692298,0.0040771626,0.00026112716,0.0025841729,0.00023739522,0.008750638,0.00013244517
1700034H15RIK,29,False,False,29,0.0006998745,99.93001254947389,29.0,0.0025788238,0.0028430668,0.0050982987,0.00032652714,0.0016187024,0.00014870222,0.009839842,0.0001489308
1700034P13RIK,83,False,False,83,0.0020272227,99.79969108987355,84.0,0.0069291526,0.007639159,0.0021610197,0.0001384053,0.0022490814,0.00020661204,0.015663106,0.00023706877
1700037C18RIK,201,False,False,201,0.0049715224,99.51491456704315,206.0,0.003811367,0.0042019044,0.070918106,0.004542042,0.015432409,0.0014176993,1.5191572,0.022993186
1700037H04RIK,1881,False,False,1881,0.047784533,95.46046915725455,1980.0,0.07239471,0.07981274,0.81687033,0.052317515,2.6836274,0.24653162,3.1920884,0.04831382
1700040D17RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0023815176,0.0026255434,0.0019480604,0.00012476603,0.0015757103,0.00014475275,0.0086703375,0.0001312298
1700040K01RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0022027928,0.0024285056,0.0019062741,0.0001220898,0.002441805,0.00022431661,0.008662703,0.00013111426
1700040L02RIK,29,False,False,29,0.00072400813,99.93001254947389,30.0,0.0034872736,0.0038446023,0.0029758057,0.00019058932,0.0022847448,0.00020988824,0.0087964265,0.00013313821
1700041G16RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.002461378,0.0027135871,0.0034133252,0.00021861082,0.004218817,0.00038756191,0.008608015,0.00013028653
1700042O10RIK,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.0028116698,0.003099772,0.0025270327,0.00016184707,0.091726,0.008426416,0.008736254,0.00013222748
1700044C05RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0024956893,0.002751414,0.0024020046,0.00015383949,0.0016237762,0.00014916832,0.008588965,0.00012999818
1700045H11RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022052785,0.0024312458,0.0019547734,0.00012519599,0.0016284604,0.00014959862,0.00860547,0.000130248
1700047F07RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0024916774,0.0027469909,0.002372228,0.00015193241,0.043615974,0.004006785,0.0088677285,0.00013421741
1700047K16RIK,19,False,False,19,0.00045853847,99.95414615310358,19.0,0.0026976846,0.002974107,0.0023951984,0.00015340357,0.0023253104,0.0002136148,0.008730206,0.00013213593
1700048M11RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0024105397,0.0026575392,0.0019996276,0.00012806873,0.0015901788,0.00014608189,0.050415687,0.00076306605
1700048O20RIK,464,False,False,464,0.011391061,98.8802007915822,472.0,0.01039337,0.011458343,0.12675945,0.008118473,0.032886487,0.0030211192,0.14778969,0.0022368692
1700049G17RIK,179,False,False,179,0.0043440484,99.56800849502848,180.0,0.004983514,0.0054941573,0.06833242,0.004376438,0.0024505127,0.00022511654,1.4481797,0.021918908
1700049J03RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.002168878,0.0023911155,0.0018880852,0.000120924866,0.0015802418,0.00014516902,0.008810826,0.00013335615
1700052K11RIK,744,False,False,744,0.018438073,98.20445988995077,764.0,0.009993139,0.011017101,0.50269586,0.032195807,0.03402459,0.0031256713,2.394229,0.036237825
1700054A03RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.002247103,0.0024773558,0.002721174,0.0001742811,0.0016117281,0.00014806152,0.008888046,0.00013452492
1700054O19RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022737624,0.002506747,0.001913778,0.00012257039,0.019721592,0.0018117254,0.00894478,0.00013538361
1700055D18RIK,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0026737645,0.0029477358,0.0021715786,0.00013908155,0.00168694,0.00015497087,0.008584711,0.00012993379
1700056E22RIK,54,False,False,54,0.0013032146,99.86967854039965,54.0,0.003191139,0.0035181243,0.008184229,0.00052416953,0.011073776,0.0010172932,0.00874285,0.00013232732
1700056N10RIK,19,False,False,19,0.00045853847,99.95414615310358,19.0,0.0028779022,0.0031727909,0.0025962093,0.00016627759,0.001584738,0.00014558207,0.0085570635,0.00012951535
1700057H15RIK,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0027102593,0.0029879701,0.01114968,0.00071409566,0.0015818977,0.00014532116,0.008815424,0.00013342574
1700057H21RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0021823316,0.0024059478,0.0018895187,0.00012101667,0.0015737256,0.00014457043,0.008684981,0.00013145142
1700058P15RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0026661616,0.002939354,0.002459566,0.0001575261,0.0034495192,0.00031689033,0.008915307,0.00013493752
1700060O08RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.003091239,0.0034079873,0.0023969812,0.00015351776,0.001655979,0.00015212662,0.008783056,0.00013293585
1700061G19RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0022075872,0.002433791,0.0024747197,0.00015849662,0.0015874193,0.00014582838,0.00877527,0.00013281801
1700061H18RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022303192,0.0024588523,0.0018198845,0.000116556854,0.001553286,0.00014269275,0.008862114,0.00013413242
1700063D05RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0021908327,0.00241532,0.0018512057,0.00011856286,0.001614602,0.00014832555,0.008772421,0.00013277489
1700063H04RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.0024242105,0.002672611,0.10282578,0.00658561,0.0016193975,0.00014876606,0.008893235,0.00013460347
1700064H15RIK,31,False,False,31,0.0007722753,99.92518582874796,32.0,0.0030788234,0.0033942997,0.0042222124,0.00027041705,0.0016258921,0.00014936269,0.008489948,0.00012849951
1700064J06RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022531718,0.0024840464,0.002543867,0.00016292527,0.0016158015,0.00014843572,0.008847781,0.00013391551
1700064M15RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.002236122,0.0024652497,0.0022219731,0.00014230913,0.0016011816,0.00014709267,0.008848264,0.00013392279
1700065D16RIK,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0023675642,0.0026101605,0.005283102,0.00033836308,0.0015951371,0.00014653738,0.008644263,0.00013083515
1700066B17RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023009542,0.002536725,0.0029968638,0.00019193802,0.0071657705,0.000658284,0.009001144,0.00013623672
1700066B19RIK,31,False,False,31,0.0007481417,99.92518582874796,31.0,0.0033396382,0.0036818397,0.121259935,0.007766249,0.0015749832,0.00014468594,0.008712044,0.00013186104
1700066M21RIK,297,False,False,297,0.0072883484,99.2832319721981,302.0,0.0069365865,0.007647354,0.033677444,0.0021569154,0.08091529,0.0074332887,1.8288442,0.027680451
1700066N21RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0021950288,0.002419946,0.0024686086,0.00015810522,0.001611137,0.00014800722,0.008602959,0.00013021
1700067K01RIK,25,False,False,25,0.0006516073,99.93966599092576,27.0,0.0034368804,0.0037890458,0.0024849067,0.00015914906,0.0022589157,0.00020751546,0.008873534,0.00013430529
1700069B07RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022094648,0.002435861,0.0024481798,0.00015679684,0.0015960349,0.00014661986,0.008791921,0.00013307002
1700069L16RIK,7,False,False,7,0.00019306883,99.98310647745922,8.0,0.0022175347,0.0024447576,0.002292178,0.00014680551,0.0023037402,0.00021163326,0.008747061,0.00013239104
1700080G11RIK,8,False,False,8,0.00021720244,99.98069311709624,9.0,0.0022499594,0.002480505,0.0019338717,0.00012385732,0.0016405735,0.0001507114,0.008730251,0.00013213661
1700084C06RIK,96,False,False,96,0.0024133604,99.76831740515493,100.0,0.0049722083,0.0054816934,0.0028782538,0.0001843415,0.0032896807,0.00030220675,3.485961,0.052761722
1700084E18RIK,46,False,False,46,0.0011101458,99.88898542330341,46.0,0.0037195154,0.0041006417,0.002993825,0.00019174338,0.002218162,0.0002037716,0.008620218,0.00013047122
1700084F23RIK,39,False,False,39,0.00094121054,99.9058789458442,39.0,0.002896775,0.0031935975,0.0038132956,0.00024422744,0.0022711172,0.00020863634,0.0077375686,0.000117111886
1700086L19RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0022408303,0.0024704405,0.0042842636,0.0002743912,0.001643566,0.00015098629,0.0087481085,0.0001324069
1700086O06RIK,246,False,False,246,0.006081668,99.40631335070952,252.0,0.008279607,0.009127989,0.0071449685,0.00045760872,0.030863164,0.002835247,0.045004163,0.00068115996
1700086P04RIK,51,False,False,51,0.0012549474,99.87691862148857,52.0,0.0033376848,0.0036796858,0.003967785,0.0002541219,0.0016170102,0.00014854677,0.00893488,0.00013523376
1700088E04RIK,224,False,False,224,0.0056231297,99.45940727869485,233.0,0.006241957,0.006881549,0.05692144,0.0036456073,0.0100872535,0.0009266663,0.27822128,0.004211015
1700092K14RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0022454048,0.0024754836,0.0024621338,0.00015769053,0.0016734016,0.00015372715,0.008904445,0.00013477313
1700092M07RIK,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.00302818,0.003338467,0.0023192186,0.00014853735,0.002699048,0.00024794825,0.008794226,0.00013310491
1700093J21RIK,448,False,False,448,0.011125592,98.91881455738971,461.0,0.009539508,0.010516988,0.15787804,0.010111503,0.15861966,0.014571606,3.1743186,0.048044864
1700093K21RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0024651578,0.0027177539,0.0023150088,0.00014826773,0.0024328844,0.0002234971,0.008741107,0.00013230092
1700095J07RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023415687,0.0025815011,0.006581972,0.0004215509,0.001563903,0.00014366806,0.008694224,0.00013159133
1700096K18RIK,151,False,False,151,0.0036924414,99.63558258519161,153.0,0.0050029354,0.005515569,0.037619058,0.0024093613,0.0031219914,0.00028680195,0.02105198,0.00031863202
1700097N02RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0023170651,0.002554487,0.0019295748,0.00012358211,0.003240087,0.0002976508,0.008707168,0.00013178724
1700101E01RIK,167,False,False,167,0.004078579,99.59696881938412,169.0,0.004450946,0.004907019,0.045520168,0.002915398,0.087560475,0.008043749,0.2784332,0.0042142225
1700101I11RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0022600396,0.002491618,0.0023164412,0.00014835947,0.0016007231,0.00014705054,0.008955852,0.0001355512
1700102P08RIK,93,False,False,93,0.0022685588,99.77555748624386,94.0,0.0047542527,0.0052414043,0.024894718,0.0015944144,0.16243546,0.014922145,0.008763721,0.0001326432
1700105P06RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0024559363,0.0027075876,0.060093384,0.0038487588,0.001640514,0.00015070594,0.008623571,0.00013052196
1700106J16RIK,31,False,False,31,0.0007722753,99.92518582874796,32.0,0.002454937,0.002706486,0.0025217347,0.00016150776,0.0016332247,0.0001500363,0.008692639,0.00013156733
1700108F19RIK,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.0024215714,0.0026697014,0.0108682,0.00069606793,0.0016812804,0.00015445094,0.014675627,0.0002221228
1700109G14RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.002522412,0.002780875,0.0055065793,0.00035267597,0.0016297287,0.00014971515,0.00881848,0.00013347201
1700109H08RIK,143,False,False,143,0.0034993726,99.65488946809538,145.0,0.0052499454,0.005787889,0.0060220626,0.00038569077,0.01395462,0.0012819421,0.052463952,0.0007940676
1700109K24RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023295642,0.0025682666,0.0019498232,0.00012487895,0.0015565394,0.00014299162,0.008654187,0.00013098535
1700110C19RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0022579222,0.0024892837,0.0019309474,0.00012367002,0.0016919264,0.00015542893,0.008649594,0.00013091584
1700110K17RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0022579026,0.0024892623,0.0019249382,0.00012328515,0.0016542765,0.00015197022,0.008637998,0.00013074031
1700111E14RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0021959224,0.002420931,0.00183648,0.00011761973,0.0016140863,0.00014827815,0.00898422,0.00013598058
1700111N16RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022322354,0.002460965,0.0018903768,0.00012107162,0.0022895182,0.00021032676,0.008814071,0.00013340526
1700112D23RIK,34,False,False,34,0.0008205425,99.91794574765905,34.0,0.0029748296,0.0032796501,0.011769882,0.0007538173,0.0015670597,0.00014395807,0.0088652205,0.00013417944
1700112E06RIK,195,False,False,195,0.004850854,99.52939472922097,201.0,0.005355976,0.005904785,0.032689776,0.002093659,0.0032455726,0.00029815477,1.2307329,0.018627742
1700112J05RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.00224767,0.0024779812,0.0018886295,0.00012095971,0.0016241956,0.00014920684,0.008642372,0.00013080653
1700112J16RIK,21,False,False,21,0.00050680566,99.94931943237765,21.0,0.002531848,0.0027912776,0.002128935,0.0001363504,0.0024522708,0.00022527804,0.008777486,0.00013285155
1700113A16RIK,128,False,False,128,0.003161502,99.69108987353992,131.0,0.0037254433,0.0041071763,0.0055109197,0.00035295397,0.010509854,0.00096548843,0.09861808,0.0014926329
1700113H08RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.002176795,0.0023998434,0.0048514707,0.00031071872,0.0015902811,0.00014609129,0.008802737,0.00013323373
1700120C14RIK,73,False,False,73,0.0018341539,99.82382469350324,76.0,0.0032934514,0.00363092,0.005447191,0.0003488724,0.07583012,0.006966139,0.0071827564,0.00010871453
1700120G11RIK,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0023348634,0.0025741088,0.0054046386,0.00034614705,0.0023939149,0.00021991716,0.007966059,0.00012057021
1700120K04RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0021994004,0.0024247654,0.0026260235,0.00016818708,0.0015777017,0.00014493566,0.00904514,0.00013690261
1700122E12RIK,5,False,False,5,0.00014480163,99.98793319818515,6.0,0.0022312824,0.0024599142,0.0018692618,0.00011971929,0.0016169411,0.0001485404,0.008640577,0.00013077936
1700123I01RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.002417729,0.0026654655,0.0022488597,0.00014403112,0.0016135607,0.00014822987,0.008927647,0.00013512431
1700123M08RIK,61,False,False,61,0.0014962835,99.85278501785886,62.0,0.003511676,0.0038715051,0.016664937,0.0010673273,0.0022810127,0.00020954541,0.00888898,0.00013453906
1700123O12RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0025157435,0.0027735229,0.002479701,0.00015881566,0.0026459924,0.0002430743,0.008912718,0.00013489835
1700123O20RIK,3015,False,False,3015,0.077975675,92.72371850564727,3231.0,0.13215302,0.14569429,0.87747025,0.056198716,1.9670038,0.18069895,11.584578,0.17533825
1700124L16RIK,24,False,False,24,0.0005792065,99.94207935128874,24.0,0.0024589826,0.0027109461,0.0074983384,0.00048024076,0.0016939276,0.00015561278,0.008864834,0.00013417359
1700125H20RIK,8,False,False,8,0.00024133603,99.98069311709624,10.0,0.002302862,0.0025388284,0.0021480806,0.00013757659,0.0015832,0.00014544078,0.008935871,0.00013524877
1700126H18RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022744504,0.0025075055,0.0019167654,0.0001227617,0.0015900601,0.00014607098,0.0088519305,0.00013397829
1700128A07RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.002318725,0.0025563168,0.001861059,0.00011919392,0.015676253,0.0014401,0.0087317955,0.00013216
1810006J02RIK,28,False,False,28,0.0006757409,99.93242590983685,28.0,0.0025784266,0.002842629,0.002533504,0.00016226154,0.0016622958,0.00015270691,0.008747289,0.00013239449
1810007D17RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0022530544,0.0024839172,0.0023016066,0.00014740937,0.0016222416,0.00014902734,0.00868188,0.00013140451
1810008I18RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023223415,0.0025603038,0.0030118932,0.0001929006,0.0016197803,0.00014880123,0.008821027,0.00013351055
1810009A15RIK,51,False,False,51,0.0012308138,99.87691862148857,51.0,0.0031025216,0.0034204263,0.029341012,0.0018791831,0.0035364428,0.00032487558,1.2056415,0.018247975
1810010H24RIK,34,False,False,34,0.00086880976,99.91794574765905,36.0,0.0029938142,0.0033005802,0.0101666255,0.00065113464,0.0016373722,0.00015041731,0.008532365,0.00012914151
1810011H11RIK,34,False,False,34,0.00086880976,99.91794574765905,36.0,0.0027775725,0.0030621807,0.0027038755,0.0001731732,0.0021909245,0.00020126943,0.008608417,0.0001302926
