,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm
UBE2J1,1035,False,False,1035,0.05382848,95.14699676466452,1148.0,0.108650826,0.10300925
UBE2J2,564,False,False,564,0.028508464,97.35546490364328,608.0,0.035821747,0.03396174
UBE2K,3430,False,False,3430,0.2247386,83.91710038917803,4793.0,0.28722543,0.27231157
UBE2L3,1554,False,False,1554,0.08229005,92.71346180897454,1755.0,0.14920598,0.14145863
UBE2L6,30,False,False,30,0.0014535565,99.8593332395555,31.0,0.0038875726,0.0036857144
UBE2M,1060,False,False,1060,0.053125147,95.02977446429409,1133.0,0.058406085,0.05537341
UBE2N,1775,False,False,1775,0.09706006,91.6772166737,2070.0,0.14880508,0.14107853
UBE2O,766,False,False,766,0.03905847,96.40830871665025,833.0,0.037942417,0.035972297
UBE2Q1,1769,False,False,1769,0.097669624,91.7053500257889,2083.0,0.09200236,0.08722524
UBE2Q2,739,False,False,739,0.038073804,96.5349088010503,812.0,0.033028726,0.031313747
UBE2QL1,1837,False,False,1837,0.10531251,91.38650536878136,2246.0,0.15686777,0.14872259
UBE2R2,1760,False,False,1760,0.09706006,91.74755005392225,2070.0,0.17669477,0.16752009
UBE2S,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.002452699,0.002325345
UBE2T,22,False,False,22,0.0010784451,99.89684437567404,23.0,0.0033698715,0.0031948946
UBE2U,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0024661259,0.0023380748
UBE2V1,4,False,False,4,0.0002344446,99.98124443194072,5.0,0.002264644,0.0021470545
UBE2V2,608,False,False,608,0.03043091,97.14915365499132,649.0,0.05102006,0.048370898
UBE2W,1630,False,False,1630,0.09082384,92.35710601584846,1937.0,0.15998983,0.15168254
UBE2Z,856,False,False,856,0.042903364,95.98630843531673,915.0,0.108829014,0.10317818
UBE3A,2501,False,False,2501,0.15689033,88.27308107094294,3346.0,0.20019719,0.18980217
UBE3B,533,False,False,533,0.026351573,97.5008205561026,562.0,0.019770877,0.018744297
UBE3C,977,False,False,977,0.05471937,95.41895250152389,1167.0,0.045617305,0.043248676
UBE4A,407,False,False,407,0.021240681,98.09162094996952,453.0,0.009446321,0.008955831
UBE4B,1310,False,False,1310,0.070896044,93.85755146058986,1512.0,0.14349477,0.13604397
UBE4BOS1,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023673035,0.002244384
UBFD1,427,False,False,427,0.021850238,97.99784310967318,466.0,0.014860188,0.014088589
UBIAD1,91,False,False,91,0.0043606698,99.57331082665166,93.0,0.004912485,0.004657409
UBL3,2897,False,False,2897,0.16833122,86.41627983307545,3590.0,0.39673412,0.37613413
UBL4,802,False,False,802,0.04046514,96.23950860411685,863.0,0.024740173,0.023455564
UBL5,1619,False,False,1619,0.08430628,92.40868382801143,1798.0,0.19153216,0.18158706
UBL7,148,False,False,148,0.007174005,99.30604398180711,153.0,0.006568405,0.0062273475
UBLCP1,448,False,False,448,0.022037793,97.89937637736202,470.0,0.02450375,0.023231419
UBN1,864,False,False,864,0.047076475,95.94879729919819,1004.0,0.024998363,0.023700349
UBN2,1458,False,False,1458,0.08285272,93.16359544239697,1767.0,0.16426457,0.15573531
UBOX5,182,False,False,182,0.00909645,99.14662165330333,194.0,0.005337995,0.0050608255
UBP1,850,False,False,850,0.044544473,96.01444178740563,950.0,0.092799835,0.0879813
UBQLN1,2791,False,False,2791,0.16429877,86.91330238664602,3504.0,0.3616455,0.34286746
UBQLN2,3228,False,False,3228,0.2035448,84.86425657617104,4341.0,0.26004854,0.24654579
UBQLN4,1053,False,False,1053,0.054860037,95.0625967083978,1170.0,0.080210224,0.0760454
UBR1,788,False,False,788,0.042293806,96.30515309232428,902.0,0.074231274,0.070376895
UBR2,912,False,False,912,0.0490927,95.72373048248699,1047.0,0.09517695,0.090234995
UBR3,2197,False,False,2197,0.13630609,89.69850424344727,2907.0,0.16371506,0.15521434
UBR4,814,False,False,814,0.041778028,96.18324189993905,891.0,0.097856976,0.09277586
UBR5,1191,False,False,1191,0.06817649,94.41552961035308,1454.0,0.08985746,0.085191704
UBR7,614,False,False,614,0.030993577,97.12102030290242,661.0,0.033324115,0.0315938
UBTD1,183,False,False,183,0.009049562,99.14193276128852,193.0,0.0071461303,0.006775075
UBTD2,183,False,False,183,0.009284006,99.14193276128852,198.0,0.005219783,0.0049487515
UBTF,1733,False,False,1733,0.09827918,91.87415013832232,2096.0,0.17953332,0.17021126
UBXN1,1849,False,False,1849,0.09846673,91.33023866460356,2100.0,0.21529983,0.20412062
UBXN10,26,False,False,26,0.001219112,99.87808880761476,26.0,0.0027025745,0.002562246
UBXN11,126,False,False,126,0.0062362263,99.40919960613307,133.0,0.0051699565,0.004901512
UBXN2A,1221,False,False,1221,0.064144045,94.27486284990857,1368.0,0.15402263,0.14602517
UBXN2B,545,False,False,545,0.027617574,97.44455385192478,589.0,0.038360026,0.036368225
UBXN4,2204,False,False,2204,0.13475876,89.66568199934355,2874.0,0.25213826,0.23904625
UBXN6,1522,False,False,1522,0.08050828,92.86350635344867,1717.0,0.20169598,0.19122313
UBXN7,586,False,False,586,0.030477798,97.2523092793173,650.0,0.06512189,0.061740503
UBXN8,274,False,False,274,0.013785343,98.71524358794017,294.0,0.0064375834,0.0061033187
UCHL1,6488,False,False,6488,0.59337926,69.57846860786796,12655.0,0.507571,0.4812159
UCHL1OS,19,False,False,19,0.0008908895,99.91091105171847,19.0,0.0025726974,0.0024391129
UCHL3,617,False,False,617,0.0321658,97.10695362685797,686.0,0.035085984,0.03326418
UCHL4,22,False,False,22,0.0010315563,99.89684437567404,22.0,0.0028558904,0.0027076013
UCHL5,1696,False,False,1696,0.09743518,92.04763914287054,2078.0,0.15509877,0.14704542
UCK1,175,False,False,175,0.008299339,99.17944389740704,177.0,0.005888252,0.005582511
UCK2,342,False,False,342,0.017114457,98.39639893093262,365.0,0.010033343,0.009512372
UCKL1,361,False,False,361,0.017958457,98.3073099826511,383.0,0.030304654,0.028731117
UCKL1OS,14,False,False,14,0.0007033338,99.93435551179256,15.0,0.0023719752,0.002248813
UCMA,38,False,False,38,0.0020631126,99.82182210343696,44.0,0.0030984143,0.0029375325
UCP2,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0027917246,0.0026467673
UCP3,46,False,False,46,0.0022975572,99.78431096731842,49.0,0.004315983,0.0040918803
UEVLD,77,False,False,77,0.0037042247,99.6389553148591,79.0,0.0044251196,0.0041953498
UFC1,1840,False,False,1840,0.10062362,91.3724386927369,2146.0,0.13509496,0.12808028
UFD1L,1011,False,False,1011,0.05260937,95.25953017302011,1122.0,0.09791573,0.09283157
UFL1,750,False,False,750,0.039996248,96.48333098888733,853.0,0.028559228,0.02707632
UFM1,1050,False,False,1050,0.054625593,95.07666338444226,1165.0,0.14820771,0.14051217
UFSP1,242,False,False,242,0.011675341,98.8652881324143,249.0,0.016526451,0.015668333
UFSP2,998,False,False,998,0.052750036,95.32048576921274,1125.0,0.11341786,0.10752875
UGCG,726,False,False,726,0.037182912,96.59586439724293,793.0,0.06295393,0.059685115
UGDH,347,False,False,347,0.017302012,98.37295447085853,369.0,0.010328096,0.009791821
UGGT1,435,False,False,435,0.022319127,97.96033197355464,476.0,0.010483195,0.009938866
UGGT2,348,False,False,348,0.018943124,98.36826557884372,404.0,0.0074940566,0.0071049356
UGP2,1649,False,False,1649,0.08847939,92.26801706756693,1887.0,0.20812486,0.1973182
UGT3A1,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0022705644,0.0021526678
UGT3A2,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0024023813,0.0022776404
UGT8A,937,False,False,937,0.058798704,95.60650818211657,1254.0,0.22016624,0.20873435
UHMK1,1989,False,False,1989,0.1121583,90.67379378252919,2392.0,0.21179609,0.20079881
UHRF1,6,False,False,6,0.00032822244,99.9718666479111,7.0,0.0024695978,0.0023413668
UHRF1BP1,187,False,False,187,0.00909645,99.12317719322924,194.0,0.005726378,0.0054290416
UHRF1BP1L,1274,False,False,1274,0.071740046,94.02635157312326,1530.0,0.076584116,0.07260757
UHRF2,662,False,False,662,0.03526047,96.89595348619122,752.0,0.060855303,0.057695456
UIMC1,485,False,False,485,0.025413794,97.7258873728138,542.0,0.021927098,0.020788556
ULK1,564,False,False,564,0.028039575,97.35546490364328,598.0,0.036797043,0.034886397
ULK2,1061,False,False,1061,0.056641817,95.02508557227927,1208.0,0.10477583,0.09933546
ULK3,156,False,False,156,0.0077366717,99.26853284568857,165.0,0.0052921064,0.005017319
ULK4,224,False,False,224,0.012378675,98.94968818868102,264.0,0.006969929,0.006608023
UMAD1,774,False,False,774,0.04252825,96.37079758053171,907.0,0.050392754,0.047776166
UMODL1,23,False,False,23,0.0010784451,99.89215548365921,23.0,0.0031847772,0.0030194111
UMPS,238,False,False,238,0.011909786,98.88404370047358,254.0,0.037339367,0.035400562
UNC119,449,False,False,449,0.021803347,97.8946874853472,465.0,0.01625897,0.01541474
UNC119B,283,False,False,283,0.014394899,98.67304355980681,307.0,0.011491383,0.010894706
UNC13A,1343,False,False,1343,0.079242274,93.7028180241009,1690.0,0.079525374,0.075396106
UNC13B,458,False,False,458,0.025554461,97.85248745721387,545.0,0.029790165,0.02824334
UNC13C,524,False,False,524,0.033150468,97.54302058423593,707.0,0.11682886,0.11076265
UNC13D,17,False,False,17,0.00079711166,99.92028883574811,17.0,0.002556757,0.002424
UNC45A,355,False,False,355,0.018099124,98.33544333474,386.0,0.0112335365,0.010650246
UNC45B,14,False,False,14,0.00065644487,99.93435551179256,14.0,0.0026420916,0.0025049038
UNC50,1184,False,False,1184,0.06287804,94.44835185445679,1341.0,0.15996298,0.15165706
UNC5A,389,False,False,389,0.019740235,98.17602100623623,421.0,0.0059532295,0.0056441147
UNC5B,476,False,False,476,0.027148684,97.76808740094715,579.0,0.06473567,0.061374348
UNC5C,911,False,False,911,0.08224317,95.72841937450181,1754.0,0.08704581,0.08252605
UNC5CL,24,False,False,24,0.0013597787,99.8874665916444,29.0,0.0029548293,0.0028014032
UNC5D,501,False,False,501,0.042293806,97.65086510057674,902.0,0.09314474,0.0883083
UNC79,723,False,False,723,0.047967367,96.60993107328738,1023.0,0.05776613,0.054766685
UNC80,2917,False,False,2917,0.19093168,86.32250199277911,4072.0,0.37908,0.3593967
UNC93B1,101,False,False,101,0.005064003,99.52642190650349,108.0,0.005828495,0.0055258567
UNCX,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0026362888,0.0024994023
UNG,46,False,False,46,0.0022506681,99.78431096731842,48.0,0.0030633686,0.0029043064
UNK,236,False,False,236,0.011628452,98.89342148450321,248.0,0.008599841,0.0081533035
UNKL,160,False,False,160,0.007596005,99.24977727762929,162.0,0.005234412,0.0049626203
UOX,16,False,False,16,0.0007502227,99.92497772776294,16.0,0.002537111,0.002405374
UPB1,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0024671508,0.0023390467
UPF1,442,False,False,442,0.021756459,97.92750972945093,464.0,0.043849416,0.041572582
UPF2,1098,False,False,1098,0.06400338,94.85159656773105,1365.0,0.14534481,0.13779794
UPF3A,913,False,False,913,0.049280256,95.71904159047217,1051.0,0.049300555,0.046740677
UPF3B,1121,False,False,1121,0.06625404,94.74375205139025,1413.0,0.16154149,0.15315363
UPK1A,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.002323902,0.0022032359
UPK1B,13,False,False,13,0.00065644487,99.93904440380737,14.0,0.0027116658,0.0025708652
UPK3BL,12,False,False,12,0.00065644487,99.9437332958222,14.0,0.0025537813,0.0024211789
UPP1,42,False,False,42,0.0019693347,99.8030665353777,42.0,0.0030834,0.0029232977
UPP2,1136,False,False,1136,0.07075538,94.67341867116801,1509.0,0.1716543,0.16274133
UPRT,26,False,False,26,0.001219112,99.87808880761476,26.0,0.003066916,0.0029076696
UQCC1,1027,False,False,1027,0.054625593,95.18450790078305,1165.0,0.04470689,0.04238553
UQCC2,3185,False,False,3185,0.1807099,85.06587893280818,3854.0,0.29384407,0.2785865
UQCC3,1128,False,False,1128,0.05950204,94.71092980728653,1269.0,0.11207046,0.10625133
UQCR10,4529,False,False,4529,0.2864913,78.76400806489427,6110.0,0.39956874,0.37882155
UQCR11,3955,False,False,3955,0.23134993,81.45543208139915,4934.0,0.34454986,0.32665947
UQCRB,2067,False,False,2067,0.11103296,90.30806020537348,2368.0,0.24510987,0.2323828
UQCRC1,4121,False,False,4121,0.2619215,80.67707600693956,5586.0,0.36854556,0.34940925
UQCRC2,4305,False,False,4305,0.28635064,79.81431987621326,6107.0,0.39122605,0.37091208
UQCRFS1,3518,False,False,3518,0.21446992,83.50447789187415,4574.0,0.36920625,0.3500356
UQCRH,4677,False,False,4677,0.28653818,78.07005204670136,6111.0,0.34356788,0.3257285
UQCRQ,6171,False,False,6171,0.4354574,71.06484737656491,9287.0,0.4543738,0.43078092
URAH,50,False,False,50,0.0025788906,99.76555539925916,55.0,0.0031064989,0.002945197
URB1,87,False,False,87,0.0043606698,99.59206639471093,93.0,0.0049492544,0.0046922695
URB2,70,False,False,70,0.00346978,99.67177755896282,74.0,0.0033163284,0.0031441315
URGCP,673,False,False,673,0.034463357,96.84437567402823,735.0,0.05416702,0.051354457
URI1,1168,False,False,1168,0.063065596,94.52337412669387,1345.0,0.09693598,0.09190268
URM1,758,False,False,758,0.037933137,96.44581985276879,809.0,0.070747696,0.0670742
UROD,995,False,False,995,0.05223426,95.33455244525719,1114.0,0.13113035,0.12432155
UROS,358,False,False,358,0.017724011,98.32137665869554,378.0,0.008451945,0.008013086
USB1,80,False,False,80,0.0038917803,99.62488863881464,83.0,0.003917594,0.0037141773
USE1,1855,False,False,1855,0.09771651,91.30210531251466,2084.0,0.22197996,0.21045388
USF1,272,False,False,272,0.0131757865,98.7246213719698,281.0,0.0069866586,0.0066238837
USF2,1870,False,False,1870,0.100811176,91.23177193229239,2150.0,0.26572055,0.25192332
USH1C,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022554423,0.002138331
USH1G,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0027345086,0.0025925222
USH2A,30,False,False,30,0.0016411123,99.8593332395555,35.0,0.00295861,0.0028049871
USHBP1,44,False,False,44,0.0022975572,99.79368875134806,49.0,0.0038076504,0.003609942
USMG5,2994,False,False,2994,0.16861255,85.9614573076382,3596.0,0.29624695,0.28086466
USO1,1157,False,False,1157,0.06250293,94.57495193885684,1333.0,0.06978619,0.066162616
USP1,386,False,False,386,0.019318234,98.19008768228068,412.0,0.01091994,0.010352933
USP10,413,False,False,413,0.020349791,98.06348759788062,434.0,0.013708096,0.012996317
USP11,1273,False,False,1273,0.0702396,94.03104046513808,1498.0,0.10967795,0.10398304
USP12,217,False,False,217,0.010784452,98.98251043278474,230.0,0.0076333764,0.007237022
USP13,335,False,False,335,0.017020678,98.42922117503635,363.0,0.039918207,0.037845496
USP14,1843,False,False,1843,0.105687626,91.35837201669246,2254.0,0.18153298,0.17210707
USP15,824,False,False,824,0.044638254,96.13635297979087,952.0,0.10434925,0.09893102
USP16,732,False,False,732,0.039292917,96.56773104515402,838.0,0.065520905,0.062118802
USP18,11,False,False,11,0.000609556,99.94842218783701,13.0,0.00254036,0.0024084544
USP19,726,False,False,726,0.037042245,96.59586439724293,790.0,0.018069007,0.017130792
USP2,1054,False,False,1054,0.05729826,95.057907816383,1222.0,0.077701785,0.073667206
USP20,989,False,False,989,0.052421812,95.36268579734609,1118.0,0.10762213,0.102033965
USP21,489,False,False,489,0.023960238,97.70713180475454,511.0,0.02125092,0.02014749
USP22,1816,False,False,1816,0.099732734,91.48497210109251,2127.0,0.2266716,0.21490192
USP24,614,False,False,614,0.03221269,97.12102030290242,687.0,0.039667774,0.03760807
USP25,495,False,False,495,0.026445352,97.67899845266564,564.0,0.052076872,0.049372837
USP26,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023330601,0.0022119184
USP27X,251,False,False,251,0.012519342,98.82308810428096,267.0,0.0080901785,0.0076701054
USP28,207,False,False,207,0.010503118,99.0293993529329,224.0,0.0066738594,0.0063273264
USP29,857,False,False,857,0.055188257,95.98161954330192,1177.0,0.0720808,0.06833808
USP3,446,False,False,446,0.022788014,97.90875416139167,486.0,0.036820803,0.03490892
USP30,437,False,False,437,0.022412904,97.95095418952502,478.0,0.037042346,0.03511896
USP31,820,False,False,820,0.042340696,96.15510854785015,903.0,0.0871105,0.082587376
USP32,1529,False,False,1529,0.08580673,92.83068410934496,1830.0,0.19236358,0.1823753
USP33,2135,False,False,2135,0.12702209,89.98921554836592,2709.0,0.1813795,0.17196156
USP34,2283,False,False,2283,0.1451212,89.29525953017303,3095.0,0.26856196,0.25461715
USP35,293,False,False,293,0.015238899,98.62615463965865,325.0,0.008560681,0.008116176
USP36,351,False,False,351,0.017489567,98.35419890279927,373.0,0.02594446,0.024597323
USP37,320,False,False,320,0.015942233,98.4995545552586,340.0,0.009913603,0.00939885
USP38,312,False,False,312,0.015848454,98.53706569137712,338.0,0.018938083,0.017954744
USP39,482,False,False,482,0.024194682,97.73995404885825,516.0,0.010335178,0.009798535
USP4,833,False,False,833,0.04388803,96.09415295165752,936.0,0.095846705,0.09086996
USP40,223,False,False,223,0.011956675,98.95437708069583,255.0,0.0058852923,0.005579705
USP42,262,False,False,262,0.013597786,98.77151029211797,290.0,0.0082196975,0.007792898
USP43,27,False,False,27,0.0013128897,99.87339991559995,28.0,0.0028447218,0.0026970126
USP45,611,False,False,611,0.031978242,97.13508697894687,682.0,0.01268875,0.0120299
USP46,1052,False,False,1052,0.057579596,95.06728560041262,1228.0,0.13734607,0.13021454
USP46OS1,5,False,False,5,0.00028133352,99.97655553992591,6.0,0.0023308448,0.0022098182
USP47,1395,False,False,1395,0.08102405,93.45899563933042,1728.0,0.099689096,0.09451285
USP48,1016,False,False,1016,0.054953814,95.23608571294602,1172.0,0.0690446,0.06545953
USP49,99,False,False,99,0.0048295585,99.53579969053312,103.0,0.004645528,0.0044043134
USP5,1802,False,False,1802,0.09804473,91.55061658929995,2091.0,0.13567446,0.1286297
USP50,57,False,False,57,0.0026726685,99.73273315515544,57.0,0.0043375413,0.004112319
USP51,32,False,False,32,0.0015473344,99.84995545552586,33.0,0.0031502997,0.0029867238
USP53,327,False,False,327,0.017114457,98.46673231115487,365.0,0.019986864,0.018949067
USP54,535,False,False,535,0.02954002,97.49144277207296,630.0,0.05492465,0.052072745
USP6NL,315,False,False,315,0.016598677,98.52299901533269,354.0,0.022337966,0.02117809
USP7,1770,False,False,1770,0.10043607,91.70066113377409,2142.0,0.25887346,0.24543175
USP8,1134,False,False,1134,0.062643595,94.68279645519763,1336.0,0.13941546,0.13217646
USP9X,1048,False,False,1048,0.060205374,95.0860411684719,1284.0,0.098626725,0.093505636
USP9Y,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0036134426,0.0034258184
USPL1,407,False,False,407,0.020021569,98.09162094996952,427.0,0.022789966,0.021606622
UST,396,False,False,396,0.021803347,98.14319876213251,465.0,0.021411182,0.02029943
UTP11L,612,False,False,612,0.03165002,97.13039808693206,675.0,0.0755995,0.07167408
UTP14A,353,False,False,353,0.018333567,98.34482111876963,391.0,0.013312167,0.012620946
UTP14B,360,False,False,360,0.020068457,98.31199887466592,428.0,0.044241797,0.04194459
UTP15,298,False,False,298,0.015285788,98.60271017958456,326.0,0.0068037733,0.0064504948
UTP18,324,False,False,324,0.016270455,98.48079898719932,347.0,0.009347856,0.00886248
UTP20,257,False,False,257,0.013644676,98.79495475219206,291.0,0.0055852984,0.005295288
UTP23,312,False,False,312,0.0160829,98.53706569137712,343.0,0.00811215,0.0076909363
UTP3,1080,False,False,1080,0.05917382,94.93599662399775,1262.0,0.07119231,0.067495726
UTP6,449,False,False,449,0.022506682,97.8946874853472,480.0,0.041240152,0.039098803
UTRN,611,False,False,611,0.03601069,97.13508697894687,768.0,0.08377407,0.079424195
UTY,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023049854,0.0021853016
UVRAG,632,False,False,632,0.034838468,97.03662024663572,743.0,0.032244373,0.030570121
UVSSA,160,False,False,160,0.008299339,99.24977727762929,177.0,0.0055536693,0.0052653006
UXS1,562,False,False,562,0.029399352,97.3648426876729,627.0,0.03660924,0.034708343
UXT,106,False,False,106,0.0049702255,99.50297744642941,106.0,0.004813351,0.0045634233
VAC14,271,False,False,271,0.013363342,98.72931026398462,285.0,0.007536447,0.007145125
VAMP1,2906,False,False,2906,0.21676748,86.3740798049421,4623.0,0.49594662,0.4701951
VAMP2,3621,False,False,3621,0.22267549,83.02152201434801,4749.0,0.47996008,0.45503867
VAMP3,419,False,False,419,0.020771792,98.03535424579172,443.0,0.028750181,0.027257359
VAMP4,1447,False,False,1447,0.07947672,93.21517325455994,1695.0,0.22510771,0.21341923
VAMP5,127,False,False,127,0.006564449,99.40451071411826,140.0,0.005455443,0.005172175
VAMP8,297,False,False,297,0.015473343,98.60739907159937,330.0,0.011143098,0.010564505
VANGL1,108,False,False,108,0.005392226,99.49359966239977,115.0,0.005424853,0.005143173
VANGL2,172,False,False,172,0.008346228,99.19351057345149,178.0,0.0070510553,0.0066849366
VAPA,2708,False,False,2708,0.15867211,87.30248042387583,3384.0,0.27757224,0.26315963
VAPB,2331,False,False,2331,0.12983543,89.07019271346181,2769.0,0.23822628,0.22585663
VARS,365,False,False,365,0.018333567,98.28855441459183,391.0,0.028766472,0.027272806
VARS2,176,False,False,176,0.008815117,99.17475500539223,188.0,0.0048080627,0.0045584086
VASH1,58,False,False,58,0.002954002,99.72804426314063,63.0,0.003170086,0.0030054827
VASH2,79,False,False,79,0.004032447,99.62957753082947,86.0,0.003812858,0.0036148794
VASN,113,False,False,113,0.005720448,99.4701552023257,122.0,0.0036569473,0.0034670641
VASP,167,False,False,167,0.008205561,99.21695503352558,175.0,0.00717344,0.006800967
VAT1,196,False,False,196,0.009518451,99.08097716509589,203.0,0.016699197,0.01583211
VAT1L,343,False,False,343,0.019458901,98.39171003891781,415.0,0.026804738,0.02541293
VAULTRC5,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0025131032,0.002382613
VAV1,49,False,False,49,0.0028133353,99.77024429127397,60.0,0.003981198,0.0037744788
VAV2,86,False,False,86,0.004079336,99.59675528672575,87.0,0.0046712146,0.0044286666
VAV3,634,False,False,634,0.043090917,97.02724246260608,919.0,0.04415938,0.041866448
VAX2,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023210526,0.0022005346
VBP1,1102,False,False,1102,0.05640737,94.83284099967177,1203.0,0.06893919,0.06535959
VCAM1,335,False,False,335,0.017724011,98.42922117503635,378.0,0.07725141,0.07324022
VCAN,184,False,False,184,0.0127537865,99.13724386927369,272.0,0.01964973,0.01862944
VCL,299,False,False,299,0.0165049,98.59802128756975,352.0,0.036002267,0.034132887
VCP,1848,False,False,1848,0.1019834,91.33492755661837,2175.0,0.18950056,0.17966095
VCPIP1,1265,False,False,1265,0.07084916,94.06855160125662,1511.0,0.10067085,0.09544363
VCPKMT,176,False,False,176,0.008580673,99.17475500539223,183.0,0.0073492858,0.006967682
VDAC1,2844,False,False,2844,0.17147279,86.66479110986074,3657.0,0.30402112,0.28823516
VDAC2,3889,False,False,3889,0.24996483,81.76489895437709,5331.0,0.35194945,0.33367488
VDAC3,1274,False,False,1274,0.067098044,94.02635157312326,1431.0,0.10444628,0.099023014
VDAC3-PS1,18,False,False,18,0.00084400055,99.9155999437333,18.0,0.0029277557,0.002775735
VEGFA,463,False,False,463,0.023163127,97.82904299713978,494.0,0.03847288,0.036475215
VEGFB,1205,False,False,1205,0.06086182,94.34988512214564,1298.0,0.1545805,0.14655408
VEGFC,71,False,False,71,0.0036573359,99.667088666948,78.0,0.0051432117,0.0048761563
VEPH1,29,False,False,29,0.0014066676,99.86402213157031,30.0,0.003092676,0.002932092
VEZF1,992,False,False,992,0.052421812,95.34861912130164,1118.0,0.118898004,0.11272435
VEZT,731,False,False,731,0.03905847,96.57241993716885,833.0,0.034720886,0.03291804
VGF,1650,False,False,1650,0.10296807,92.26332817555212,2196.0,0.20352913,0.1929611
VGLL3,16,False,False,16,0.00079711166,99.92497772776294,17.0,0.0026546984,0.002516856
VGLL4,343,False,False,343,0.018521123,98.39171003891781,395.0,0.07357956,0.06975901
VHL,530,False,False,530,0.025554461,97.51488723214705,545.0,0.051646918,0.04896521
VIL1,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0023929323,0.002268682
VILL,31,False,False,31,0.0015004454,99.85464434754067,32.0,0.0026953453,0.0025553922
VIM,351,False,False,351,0.019130679,98.35419890279927,408.0,0.027098991,0.025691906
VIMP,1056,False,False,1056,0.054250482,95.04853003235336,1157.0,0.14860304,0.14088698
VIP,110,False,False,110,0.014394899,99.48422187837014,307.0,0.10082037,0.09558538
VIPAS39,551,False,False,551,0.027570685,97.4164204998359,588.0,0.04770248,0.04522558
VIPR1,134,False,False,134,0.0067051155,99.37168847001455,143.0,0.0056354073,0.0053427946
VIPR2,162,False,False,162,0.008393116,99.24039949359967,179.0,0.010655476,0.010102201
VIT,87,False,False,87,0.004548225,99.59206639471093,97.0,0.0041006566,0.0038877341
VKORC1,139,False,False,139,0.006798893,99.34824400994046,145.0,0.0057735746,0.005473788
VKORC1L1,688,False,False,688,0.036104467,96.77404229380598,770.0,0.057725884,0.05472853
VLDLR,1066,False,False,1066,0.058001593,95.00164111220518,1237.0,0.11360197,0.107703306
VMA21,834,False,False,834,0.04257514,96.08946405964271,908.0,0.11314841,0.1072733
VMAC,124,False,False,124,0.0060486705,99.41857739016271,129.0,0.0051552798,0.004887597
VMN1R4,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023661992,0.002243337
VMN1R90,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0023897719,0.0022656857
VMN2R1,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0027213586,0.002580055
VMN2R29,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0023840626,0.0022602726
VMN2R54,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0022633711,0.0021458482
VMN2R55,7,False,False,7,0.00037511135,99.96717775589629,8.0,0.0025716315,0.0024381022
VMN2R60,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002245246,0.002128664
VMN2R84,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0026212803,0.002485173
VMN2R85,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.002705383,0.002564909
VMN2R86,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023052015,0.0021855065
VMN2R87,32,False,False,32,0.0015004454,99.84995545552586,32.0,0.0028811626,0.0027315614
VMO1,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0029596956,0.0028060167
VMP1,2455,False,False,2455,0.1477001,88.48877010362452,3150.0,0.2657032,0.25190684
VNN1,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023596855,0.0022371612
VOPP1,771,False,False,771,0.040512025,96.38486425657618,864.0,0.05442241,0.051596582
VPRBP,410,False,False,410,0.020959347,98.07755427392507,447.0,0.02047685,0.019413613
VPREB1,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0027168037,0.0025757365
VPS11,661,False,False,661,0.032494023,96.90064237820603,693.0,0.028056111,0.026599327
VPS13A,967,False,False,967,0.058376707,95.46584142167205,1245.0,0.06374213,0.06043239
VPS13B,736,False,False,736,0.044169363,96.54897547709477,942.0,0.037008137,0.03508653
VPS13C,951,False,False,951,0.051390257,95.54086369390913,1096.0,0.04991474,0.04732297
VPS13D,925,False,False,925,0.052421812,95.66277488629437,1118.0,0.10947488,0.103790514
VPS16,721,False,False,721,0.036667135,96.61930885731702,782.0,0.046871025,0.044437297
